"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Mar 22 20:09:42 GMT 2023","Wed Mar 22 20:09:44 GMT 2023","2363","postgrest","","","","","select row","User can select his profile from profiles table"
"passed","Wed Mar 22 20:09:12 GMT 2023","Wed Mar 22 20:09:13 GMT 2023","1441","auth_admin","","","","","user created by admin can login","When you create user then he can sign in"
"passed","Wed Mar 22 20:09:20 GMT 2023","Wed Mar 22 20:09:23 GMT 2023","2724","auth_admin","","","","","list users with anon key should fail","When you try to list user with anon key then you should get error"
"failed","Wed Mar 22 20:08:00 GMT 2023","Wed Mar 22 20:08:04 GMT 2023","4457","storage","","","","","list buckets as admin","list buckets should return all buckets"
"passed","Wed Mar 22 20:09:05 GMT 2023","Wed Mar 22 20:09:07 GMT 2023","1507","authentication","","","","","get user should return logged in user","When user is signed in then he should be able to get his info and metadata"
"passed","Wed Mar 22 20:09:54 GMT 2023","Wed Mar 22 20:09:56 GMT 2023","2029","triggers","","","","","trigger works","Insert user profile to trigger the a according trigger"
"passed","Wed Mar 22 20:09:18 GMT 2023","Wed Mar 22 20:09:20 GMT 2023","2240","auth_admin","","","","","list users with service key","When you list users then you should get all users"
"failed","Wed Mar 22 20:08:47 GMT 2023","Wed Mar 22 20:08:50 GMT 2023","2857","storage","","","","","update file","update file check if it will change"
"failed","Wed Mar 22 20:08:44 GMT 2023","Wed Mar 22 20:08:47 GMT 2023","3311","storage","get signed link to file","","","","get signed link to file 1","get signed link to file in the bucket"
"failed","Wed Mar 22 20:08:31 GMT 2023","Wed Mar 22 20:08:35 GMT 2023","3858","storage","","","","","[skip-local] copy file in bucket","copy file"
"failed","Wed Mar 22 20:08:53 GMT 2023","Wed Mar 22 20:08:54 GMT 2023","1669","authentication","","","","","signup should create user","When user sign up then corresponding user in auth schema should be created"
"skipped","Wed Mar 22 20:09:26 GMT 2023","Wed Mar 22 20:09:26 GMT 2023","0","auth_admin","get url for provider","","","","get url for provider 2",""
"skipped","Wed Mar 22 20:09:26 GMT 2023","Wed Mar 22 20:09:26 GMT 2023","0","auth_admin","get url for provider","","","","get url for provider 0",""
