"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Oct 22 20:12:55 GMT 2023","Sun Oct 22 20:13:00 GMT 2023","5341","storage","","","","","update file","update file check if it will change"
"passed","Sun Oct 22 20:04:09 GMT 2023","Sun Oct 22 20:04:10 GMT 2023","1133","tables","","","","","get triggers","get triggers list"
"passed","Sun Oct 22 20:14:06 GMT 2023","Sun Oct 22 20:14:10 GMT 2023","4115","postgrest","","","","","delete row","User can delete his profile in profiles table"
"passed","Sun Oct 22 20:12:19 GMT 2023","Sun Oct 22 20:12:23 GMT 2023","3678","storage","","","","","list files","list files in bucket"
"skipped","Sun Oct 22 20:13:48 GMT 2023","Sun Oct 22 20:13:48 GMT 2023","0","authentication","","","","","create new users by phone auth",""
"passed","Sun Oct 22 20:13:48 GMT 2023","Sun Oct 22 20:13:51 GMT 2023","3308","authentication","","","","","existing users should be able to login","When user is already signed up then he should be able to log in"
"passed","Sun Oct 22 20:12:02 GMT 2023","Sun Oct 22 20:12:04 GMT 2023","2142","storage","","","","","get bucket","get bucket should return bucket info"
"passed","Sun Oct 22 20:12:45 GMT 2023","Sun Oct 22 20:12:50 GMT 2023","4766","storage","get signed link to file","","","","get signed link to file 0","get signed link to file in the bucket"
"passed","Sun Oct 22 20:12:28 GMT 2023","Sun Oct 22 20:12:33 GMT 2023","4658","storage","","","","","[skip-local] move file in bucket","move file"
"passed","Sun Oct 22 20:11:46 GMT 2023","Sun Oct 22 20:11:48 GMT 2023","2069","storage","create bucket","","","","create bucket 1","When you create public bucket then it has to be available"
"passed","Sun Oct 22 20:11:57 GMT 2023","Sun Oct 22 20:12:02 GMT 2023","4106","storage","","","","","list buckets as admin","list buckets should return all buckets"
"passed","Sun Oct 22 20:11:22 GMT 2023","Sun Oct 22 20:11:23 GMT 2023","1047","data","","","","","login after restore","Check if user can login after pause/restore"
"passed","Sun Oct 22 20:14:24 GMT 2023","Sun Oct 22 20:14:26 GMT 2023","2051","triggers","","","","","trigger works","Insert user profile to trigger the a according trigger"
"passed","Sun Oct 22 20:13:41 GMT 2023","Sun Oct 22 20:13:43 GMT 2023","2191","authentication","","","","","signup should create user","When user sign up then corresponding user in auth schema should be created"
"passed","Sun Oct 22 20:13:05 GMT 2023","Sun Oct 22 20:13:07 GMT 2023","2132","auth_admin","","","","","user created by admin can login","When you create user then he can sign in"
"passed","Sun Oct 22 20:13:10 GMT 2023","Sun Oct 22 20:13:14 GMT 2023","4155","auth_admin","","","","","admin create user with logged in user should fail","When you try to create user as logged in user then you should get error"
"passed","Sun Oct 22 20:11:23 GMT 2023","Sun Oct 22 20:11:25 GMT 2023","1767","data","","","","","profile data restored","Check if data is restored after pause/resume"
"passed","Sun Oct 22 20:13:33 GMT 2023","Sun Oct 22 20:13:39 GMT 2023","5997","auth_admin","","","","","delete user with anon key should fail","When you delete user with anon key you have to receive an error"
"skipped","Sun Oct 22 20:13:53 GMT 2023","Sun Oct 22 20:13:53 GMT 2023","1","authentication","","","","","update user should update logged in user",""
"passed","Sun Oct 22 20:13:26 GMT 2023","Sun Oct 22 20:13:28 GMT 2023","1765","auth_admin","","","","","get user should work","When you get user by id he has to be returned"
"passed","Sun Oct 22 20:14:17 GMT 2023","Sun Oct 22 20:14:19 GMT 2023","2514","rpc","","","","","call rpc method that has params","When you call rpc, params should be passed properly"
"passed","Sun Oct 22 20:13:21 GMT 2023","Sun Oct 22 20:13:26 GMT 2023","5254","auth_admin","","","","","list users as logged in user should fail","When you try to list user as logged in user then you should get error"
"passed","Sun Oct 22 20:11:27 GMT 2023","Sun Oct 22 20:11:28 GMT 2023","961","data","","","","","procedures data restored","Check if procedure is restored after pause/resume"
"passed","Sun Oct 22 20:11:44 GMT 2023","Sun Oct 22 20:11:46 GMT 2023","2150","storage","create bucket","","","","create bucket 0","When you create public bucket then it has to be available"
"passed","Sun Oct 22 20:04:25 GMT 2023","Sun Oct 22 20:04:26 GMT 2023","789","home","","","","","get projects","get projects list"
"passed","Sun Oct 22 20:12:50 GMT 2023","Sun Oct 22 20:12:55 GMT 2023","4937","storage","get signed link to file","","","","get signed link to file 1","get signed link to file in the bucket"
"passed","Sun Oct 22 20:11:48 GMT 2023","Sun Oct 22 20:11:52 GMT 2023","4240","storage","user cannot create bucket because of RLS","","","","user cannot create bucket because of RLS 0","There has to be default RLS policy to not allow users to create bucket"
"skipped","Sun Oct 22 20:04:15 GMT 2023","Sun Oct 22 20:04:15 GMT 2023","0","forms","","","","","[skip-stage] product feedback submissions",""
"skipped","Sun Oct 22 20:04:15 GMT 2023","Sun Oct 22 20:04:15 GMT 2023","0","forms","","","","","[skip-stage] feedback submissions",""
"passed","Sun Oct 22 20:13:04 GMT 2023","Sun Oct 22 20:13:05 GMT 2023","941","auth_admin","","","","","create user via admin api","When you create user then it has to be in auth db schema"
"passed","Sun Oct 22 20:13:07 GMT 2023","Sun Oct 22 20:13:10 GMT 2023","2432","auth_admin","","","","","admin create user with anon key should fail","When you try to create user with anon key then you should get error"
"passed","Sun Oct 22 20:03:55 GMT 2023","Sun Oct 22 20:04:08 GMT 2023","12398","tables","","","","","add table","create table via dashboard API"
"skipped","Sun Oct 22 20:05:43 GMT 2023","Sun Oct 22 20:05:43 GMT 2023","4","users","","","","","[skip-stage] invite user",""
"skipped","Sun Oct 22 20:13:26 GMT 2023","Sun Oct 22 20:13:26 GMT 2023","0","auth_admin","get url for provider","","","","get url for provider 2",""
"passed","Sun Oct 22 20:04:08 GMT 2023","Sun Oct 22 20:04:09 GMT 2023","1027","tables","","","","","get roles","get roles list"
"passed","Sun Oct 22 20:03:54 GMT 2023","Sun Oct 22 20:03:55 GMT 2023","1131","tables","","","","","get schemas","get schemas list"
"skipped","Sun Oct 22 20:14:27 GMT 2023","Sun Oct 22 20:14:27 GMT 2023","5","functions","","","","","set auth",""
"passed","Sun Oct 22 20:12:23 GMT 2023","Sun Oct 22 20:12:28 GMT 2023","5377","storage","","","","","download file from bucket","download file"
"passed","Sun Oct 22 20:04:11 GMT 2023","Sun Oct 22 20:04:12 GMT 2023","1084","tables","","","","","get publications","get publications list"
"skipped","Sun Oct 22 20:11:34 GMT 2023","Sun Oct 22 20:11:34 GMT 2023","1","triggers","","","","","triggers work only once after pause/resume",""
"passed","Sun Oct 22 20:12:15 GMT 2023","Sun Oct 22 20:12:19 GMT 2023","3445","storage","","","","","upload to bucket","upload to bucket"
"skipped","Sun Oct 22 20:05:44 GMT 2023","Sun Oct 22 20:05:44 GMT 2023","5","storage","","","","","create storage bucket",""
"passed","Sun Oct 22 20:13:28 GMT 2023","Sun Oct 22 20:13:29 GMT 2023","1785","auth_admin","","","","","update user should work","When you update user then this user has to be updated"
"passed","Sun Oct 22 20:04:17 GMT 2023","Sun Oct 22 20:04:24 GMT 2023","6867","sql","","","","","create content","create new sql query in editor"
"passed","Sun Oct 22 20:13:29 GMT 2023","Sun Oct 22 20:13:33 GMT 2023","3898","auth_admin","","","","","delete user should work","When you delete user then this user has to be removed"
"passed","Sun Oct 22 20:05:46 GMT 2023","Sun Oct 22 20:05:46 GMT 2023","663","settings","","","","","get postgrest settings","get api service (postgrest) settings list"
"passed","Sun Oct 22 20:11:31 GMT 2023","Sun Oct 22 20:11:34 GMT 2023","3889","triggers","","","","","trigger works only once","Check if there are any duplicated in table with triggered inserts"
"failed","Sun Oct 22 20:04:33 GMT 2023","Sun Oct 22 20:05:39 GMT 2023","66237","[gui] project","","","","","create project","create new project using gui dashboard"
"passed","Sun Oct 22 20:11:52 GMT 2023","Sun Oct 22 20:11:57 GMT 2023","5034","storage","user cannot create bucket because of RLS","","","","user cannot create bucket because of RLS 1","There has to be default RLS policy to not allow users to create bucket"
"passed","Sun Oct 22 20:05:41 GMT 2023","Sun Oct 22 20:05:42 GMT 2023","832","api","","","","","get api service","get api service and project info"
"passed","Sun Oct 22 20:04:27 GMT 2023","Sun Oct 22 20:04:28 GMT 2023","1032","home","","","","","get project","get project"
"passed","Sun Oct 22 20:04:26 GMT 2023","Sun Oct 22 20:04:27 GMT 2023","789","home","","","","","get project settings","get project settings"
"passed","Sun Oct 22 20:13:16 GMT 2023","Sun Oct 22 20:13:21 GMT 2023","4302","auth_admin","","","","","list users with anon key should fail","When you try to list user with anon key then you should get error"
"skipped","Sun Oct 22 20:04:14 GMT 2023","Sun Oct 22 20:04:14 GMT 2023","4","[gui] support forms","","","","","[skip-stage] new ticket from project",""
"passed","Sun Oct 22 20:14:01 GMT 2023","Sun Oct 22 20:14:04 GMT 2023","2729","postgrest","","","","","select row","User can select his profile from profiles table"
"skipped","Sun Oct 22 20:13:56 GMT 2023","Sun Oct 22 20:13:56 GMT 2023","0","authentication","","","","","[skip-stage] on auth state changed should return events",""
"passed","Sun Oct 22 20:13:51 GMT 2023","Sun Oct 22 20:13:53 GMT 2023","1864","authentication","","","","","get user should return logged in user","When user is signed in then he should be able to get his info and metadata"
"passed","Sun Oct 22 20:12:08 GMT 2023","Sun Oct 22 20:12:11 GMT 2023","3258","storage","update bucket","","","","update bucket 1","update bucket should change bucket both public->private and back"
"skipped","Sun Oct 22 20:13:26 GMT 2023","Sun Oct 22 20:13:26 GMT 2023","1","auth_admin","get url for provider","","","","get url for provider 0",""
"passed","Sun Oct 22 20:14:12 GMT 2023","Sun Oct 22 20:14:17 GMT 2023","4363","rpc","","","","","call rpc and get result","When you call rpc then you are able to receive its result"
"passed","Sun Oct 22 20:11:25 GMT 2023","Sun Oct 22 20:11:27 GMT 2023","2257","data","","","","","storage data restored","Check if storage data is restored after pause/resume"
"passed","Sun Oct 22 20:03:52 GMT 2023","Sun Oct 22 20:03:54 GMT 2023","1796","tables","","","","","get tables","get tables list"
"passed","Sun Oct 22 20:13:58 GMT 2023","Sun Oct 22 20:14:01 GMT 2023","2543","postgrest","","","","","insert row","User can insert profile for himself according to RLS to profiles table"
"passed","Sun Oct 22 20:12:04 GMT 2023","Sun Oct 22 20:12:08 GMT 2023","4153","storage","update bucket","","","","update bucket 0","update bucket should change bucket both public->private and back"
"passed","Sun Oct 22 20:13:53 GMT 2023","Sun Oct 22 20:13:56 GMT 2023","3395","authentication","","","","","set session should set new auth","When user changes session then he still should be correctly logined"
"passed","Sun Oct 22 20:14:04 GMT 2023","Sun Oct 22 20:14:06 GMT 2023","2787","postgrest","","","","","update row","User can update his profile in profiles table"
"passed","Sun Oct 22 20:12:37 GMT 2023","Sun Oct 22 20:12:41 GMT 2023","4052","storage","","","","","get public link to file","get public link to file in the public bucket"
"passed","Sun Oct 22 20:12:11 GMT 2023","Sun Oct 22 20:12:15 GMT 2023","4298","storage","","","","","delete bucket","get bucket should return bucket info"
"passed","Sun Oct 22 20:13:43 GMT 2023","Sun Oct 22 20:13:48 GMT 2023","4430","authentication","","","","","sing up new user and sign in","When user sign up then he should not be logged in until he confirms his email"
"skipped","Sun Oct 22 20:04:15 GMT 2023","Sun Oct 22 20:04:15 GMT 2023","5","forms","","","","","[skip-stage] exit surveys",""
"passed","Sun Oct 22 20:04:10 GMT 2023","Sun Oct 22 20:04:11 GMT 2023","1235","tables","","","","","get extensions","get extensions list"
"passed","Sun Oct 22 20:04:28 GMT 2023","Sun Oct 22 20:04:32 GMT 2023","3257","home","","","","","supabase auth is working in project","check supabase clients works correctly"
"passed","Sun Oct 22 20:12:41 GMT 2023","Sun Oct 22 20:12:45 GMT 2023","3504","storage","","","","","get public link to private file","get public link to file in the private bucket"
"skipped","Sun Oct 22 20:13:26 GMT 2023","Sun Oct 22 20:13:26 GMT 2023","1","auth_admin","get url for provider","","","","get url for provider 1",""
"skipped","Sun Oct 22 20:04:14 GMT 2023","Sun Oct 22 20:04:14 GMT 2023","1","[gui] support forms","","","","","contact enterprise sales",""
"passed","Sun Oct 22 20:12:33 GMT 2023","Sun Oct 22 20:12:37 GMT 2023","4879","storage","","","","","[skip-local] copy file in bucket","copy file"
"passed","Sun Oct 22 20:04:26 GMT 2023","Sun Oct 22 20:04:26 GMT 2023","509","home","","","","","get organizations","get organizations list"
"passed","Sun Oct 22 20:13:14 GMT 2023","Sun Oct 22 20:13:16 GMT 2023","2638","auth_admin","","","","","list users with service key","When you list users then you should get all users"
