"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jan 24 06:44:11 GMT 2024","Wed Jan 24 06:44:18 GMT 2024","6077","storage","","","","","get public link to private file","get public link to file in the private bucket"
"skipped","Wed Jan 24 06:44:59 GMT 2024","Wed Jan 24 06:44:59 GMT 2024","0","authentication","","","","","update user should update logged in user",""
"passed","Wed Jan 24 06:45:44 GMT 2024","Wed Jan 24 06:45:50 GMT 2024","6075","rpc","","","","","call rpc and get result","When you call rpc then you are able to receive its result"
"passed","Wed Jan 24 06:43:23 GMT 2024","Wed Jan 24 06:43:28 GMT 2024","5224","storage","update bucket","","","","update bucket 1","update bucket should change bucket both public->private and back"
"passed","Wed Jan 24 06:45:29 GMT 2024","Wed Jan 24 06:45:31 GMT 2024","2068","auth_admin","","","","","get user should work","When you get user by id he has to be returned"
"passed","Wed Jan 24 06:42:52 GMT 2024","Wed Jan 24 06:42:54 GMT 2024","2586","storage","create bucket","","","","create bucket 1","When you create public bucket then it has to be available"
"passed","Wed Jan 24 06:45:04 GMT 2024","Wed Jan 24 06:45:06 GMT 2024","1146","auth_admin","","","","","create user via admin api","When you create user then it has to be in auth db schema"
"passed","Wed Jan 24 06:45:11 GMT 2024","Wed Jan 24 06:45:16 GMT 2024","5165","auth_admin","","","","","admin create user with logged in user should fail","When you try to create user as logged in user then you should get error"
"passed","Wed Jan 24 06:44:06 GMT 2024","Wed Jan 24 06:44:11 GMT 2024","5248","storage","","","","","get public link to file","get public link to file in the public bucket"
"passed","Wed Jan 24 06:45:37 GMT 2024","Wed Jan 24 06:45:43 GMT 2024","5943","auth_admin","","","","","delete user with anon key should fail","When you delete user with anon key you have to receive an error"
"skipped","Wed Jan 24 06:45:03 GMT 2024","Wed Jan 24 06:45:03 GMT 2024","1","authentication","","","","","[skip-stage] on auth state changed should return events",""
"passed","Wed Jan 24 06:44:29 GMT 2024","Wed Jan 24 06:44:36 GMT 2024","6976","storage","","","","","update file","update file check if it will change"
"passed","Wed Jan 24 06:45:16 GMT 2024","Wed Jan 24 06:45:19 GMT 2024","3337","auth_admin","","","","","list users with service key","When you list users then you should get all users"
"passed","Wed Jan 24 06:44:23 GMT 2024","Wed Jan 24 06:44:29 GMT 2024","6366","storage","get signed link to file","","","","get signed link to file 1","get signed link to file in the bucket"
"passed","Wed Jan 24 06:43:28 GMT 2024","Wed Jan 24 06:43:33 GMT 2024","5255","storage","","","","","delete bucket","get bucket should return bucket info"
"passed","Wed Jan 24 06:42:49 GMT 2024","Wed Jan 24 06:42:52 GMT 2024","2860","storage","create bucket","","","","create bucket 0","When you create public bucket then it has to be available"
"passed","Wed Jan 24 06:43:44 GMT 2024","Wed Jan 24 06:43:50 GMT 2024","6389","storage","","","","","download file from bucket","download file"
"passed","Wed Jan 24 06:46:16 GMT 2024","Wed Jan 24 06:46:19 GMT 2024","3094","triggers","","","","","trigger works","Insert user profile to trigger the a according trigger"
"passed","Wed Jan 24 06:43:18 GMT 2024","Wed Jan 24 06:43:23 GMT 2024","4599","storage","update bucket","","","","update bucket 0","update bucket should change bucket both public->private and back"
"passed","Wed Jan 24 06:43:50 GMT 2024","Wed Jan 24 06:43:59 GMT 2024","8231","storage","","","","","[skip-local] move file in bucket","move file"
"skipped","Wed Jan 24 06:45:29 GMT 2024","Wed Jan 24 06:45:29 GMT 2024","1","auth_admin","get url for provider","","","","get url for provider 1",""
"skipped","Wed Jan 24 06:46:15 GMT 2024","Wed Jan 24 06:46:15 GMT 2024","14","functions","","","","","set auth",""
"passed","Wed Jan 24 06:45:19 GMT 2024","Wed Jan 24 06:45:24 GMT 2024","4585","auth_admin","","","","","list users with anon key should fail","When you try to list user with anon key then you should get error"
"passed","Wed Jan 24 06:45:31 GMT 2024","Wed Jan 24 06:45:33 GMT 2024","1680","auth_admin","","","","","update user should work","When you update user then this user has to be updated"
"skipped","Wed Jan 24 06:45:29 GMT 2024","Wed Jan 24 06:45:29 GMT 2024","0","auth_admin","get url for provider","","","","get url for provider 0",""
"passed","Wed Jan 24 06:43:01 GMT 2024","Wed Jan 24 06:43:08 GMT 2024","6618","storage","user cannot create bucket because of RLS","","","","user cannot create bucket because of RLS 1","There has to be default RLS policy to not allow users to create bucket"
"passed","Wed Jan 24 06:44:43 GMT 2024","Wed Jan 24 06:44:51 GMT 2024","7169","authentication","","","","","sing up new user and sign in","When user sign up then he should not be logged in until he confirms his email"
"passed","Wed Jan 24 06:45:54 GMT 2024","Wed Jan 24 06:45:58 GMT 2024","3789","rpc","","","","","call rpc with head option","When you call rpc with head param, no data should be returned"
"passed","Wed Jan 24 06:44:40 GMT 2024","Wed Jan 24 06:44:43 GMT 2024","2947","authentication","","","","","signup should create user","When user sign up then corresponding user in auth schema should be created"
"passed","Wed Jan 24 06:44:18 GMT 2024","Wed Jan 24 06:44:23 GMT 2024","5533","storage","get signed link to file","","","","get signed link to file 0","get signed link to file in the bucket"
"passed","Wed Jan 24 06:43:14 GMT 2024","Wed Jan 24 06:43:18 GMT 2024","4058","storage","","","","","get bucket","get bucket should return bucket info"
"failed","Wed Jan 24 06:42:54 GMT 2024","Wed Jan 24 06:43:01 GMT 2024","7271","storage","user cannot create bucket because of RLS","","","","user cannot create bucket because of RLS 0","There has to be default RLS policy to not allow users to create bucket"
"skipped","Wed Jan 24 06:44:51 GMT 2024","Wed Jan 24 06:44:51 GMT 2024","1","authentication","","","","","create new users by phone auth",""
"passed","Wed Jan 24 06:44:51 GMT 2024","Wed Jan 24 06:44:56 GMT 2024","5185","authentication","","","","","existing users should be able to login","When user is already signed up then he should be able to log in"
"passed","Wed Jan 24 06:43:33 GMT 2024","Wed Jan 24 06:43:37 GMT 2024","3748","storage","","","","","upload to bucket","upload to bucket"
"passed","Wed Jan 24 06:46:09 GMT 2024","Wed Jan 24 06:46:14 GMT 2024","5101","postgrest","","","","","delete row","User can delete his profile in profiles table"
"passed","Wed Jan 24 06:44:56 GMT 2024","Wed Jan 24 06:44:59 GMT 2024","3151","authentication","","","","","get user should return logged in user","When user is signed in then he should be able to get his info and metadata"
"passed","Wed Jan 24 06:44:59 GMT 2024","Wed Jan 24 06:45:03 GMT 2024","4188","authentication","","","","","set session should set new auth","When user changes session then he still should be correctly logined"
"skipped","Wed Jan 24 06:45:29 GMT 2024","Wed Jan 24 06:45:29 GMT 2024","0","auth_admin","get url for provider","","","","get url for provider 2",""
"passed","Wed Jan 24 06:45:08 GMT 2024","Wed Jan 24 06:45:11 GMT 2024","2910","auth_admin","","","","","admin create user with anon key should fail","When you try to create user with anon key then you should get error"
"passed","Wed Jan 24 06:45:24 GMT 2024","Wed Jan 24 06:45:29 GMT 2024","5202","auth_admin","","","","","list users as logged in user should fail","When you try to list user as logged in user then you should get error"
"passed","Wed Jan 24 06:46:02 GMT 2024","Wed Jan 24 06:46:05 GMT 2024","3085","postgrest","","","","","select row","User can select his profile from profiles table"
"passed","Wed Jan 24 06:45:50 GMT 2024","Wed Jan 24 06:45:54 GMT 2024","3965","rpc","","","","","call rpc method that has params","When you call rpc, params should be passed properly"
"passed","Wed Jan 24 06:45:06 GMT 2024","Wed Jan 24 06:45:08 GMT 2024","2116","auth_admin","","","","","user created by admin can login","When you create user then he can sign in"
"passed","Wed Jan 24 06:43:59 GMT 2024","Wed Jan 24 06:44:06 GMT 2024","7496","storage","","","","","[skip-local] copy file in bucket","copy file"
"passed","Wed Jan 24 06:45:33 GMT 2024","Wed Jan 24 06:45:37 GMT 2024","4185","auth_admin","","","","","delete user should work","When you delete user then this user has to be removed"
"passed","Wed Jan 24 06:46:05 GMT 2024","Wed Jan 24 06:46:09 GMT 2024","4239","postgrest","","","","","update row","User can update his profile in profiles table"
"passed","Wed Jan 24 06:43:08 GMT 2024","Wed Jan 24 06:43:14 GMT 2024","6063","storage","","","","","list buckets as admin","list buckets should return all buckets"
"passed","Wed Jan 24 06:43:37 GMT 2024","Wed Jan 24 06:43:44 GMT 2024","7105","storage","","","","","list files","list files in bucket"
"passed","Wed Jan 24 06:45:59 GMT 2024","Wed Jan 24 06:46:02 GMT 2024","2739","postgrest","","","","","insert row","User can insert profile for himself according to RLS to profiles table"
