"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Nov 30 16:05:22 GMT 2022","Wed Nov 30 16:05:22 GMT 2022","267","auth_admin","","","","","list users as logged in user should fail","When you try to list user as logged in user then you should get error"
"passed","Wed Nov 30 16:05:22 GMT 2022","Wed Nov 30 16:05:22 GMT 2022","183","auth_admin","","","","","list users with anon key should fail","When you try to list user with anon key then you should get error"
"passed","Wed Nov 30 16:04:45 GMT 2022","Wed Nov 30 16:04:45 GMT 2022","74","storage","","","","","get public link to file","get public link to file in the public bucket"
"passed","Wed Nov 30 16:04:45 GMT 2022","Wed Nov 30 16:04:45 GMT 2022","71","storage","","","","","download file from bucket","download file"
"skipped","Wed Nov 30 16:04:50 GMT 2022","Wed Nov 30 16:04:50 GMT 2022","0","realtime","subscribe on table","","","","subscribe on table 3",""
"passed","Wed Nov 30 16:05:23 GMT 2022","Wed Nov 30 16:05:24 GMT 2022","238","rpc","","","","","call rpc and get result","When you call rpc then you are able to receive its result"
"passed","Wed Nov 30 16:04:45 GMT 2022","Wed Nov 30 16:04:45 GMT 2022","61","storage","update bucket","","","","update bucket 1","update bucket should change bucket both public->private and back"
"passed","Wed Nov 30 16:05:21 GMT 2022","Wed Nov 30 16:05:21 GMT 2022","268","auth_admin","","","","","user created by admin can login","When you create user then he can sign in"
"passed","Wed Nov 30 16:05:19 GMT 2022","Wed Nov 30 16:05:19 GMT 2022","266","authentication","","","","","sing up new user and sign in","When user sign up then he should not be logged in until he confirms his email"
"skipped","Wed Nov 30 16:04:50 GMT 2022","Wed Nov 30 16:04:50 GMT 2022","0","realtime","subscribe on table with RLS","","","","subscribe on table with RLS 0",""
"passed","Wed Nov 30 16:04:45 GMT 2022","Wed Nov 30 16:04:45 GMT 2022","67","storage","","","","","get public link to private file","get public link to file in the private bucket"
"passed","Wed Nov 30 16:05:21 GMT 2022","Wed Nov 30 16:05:21 GMT 2022","192","auth_admin","","","","","admin create user with logged in user should fail","When you try to create user as logged in user then you should get error"
"passed","Wed Nov 30 16:05:22 GMT 2022","Wed Nov 30 16:05:22 GMT 2022","109","auth_admin","","","","","delete user should work","When you delete user then this user has to be removed"
"passed","Wed Nov 30 16:04:44 GMT 2022","Wed Nov 30 16:04:44 GMT 2022","236","storage","user cannot create bucket because of RLS","","","","user cannot create bucket because of RLS 0","There has to be default RLS policy to not allow users to create bucket"
"passed","Wed Nov 30 16:05:21 GMT 2022","Wed Nov 30 16:05:21 GMT 2022","170","auth_admin","","","","","create user via admin api","When you create user then it has to be in auth db schema"
"passed","Wed Nov 30 16:05:24 GMT 2022","Wed Nov 30 16:05:24 GMT 2022","212","rpc","","","","","call rpc method that has params","When you call rpc, params should be passed properly"
"passed","Wed Nov 30 16:05:25 GMT 2022","Wed Nov 30 16:05:25 GMT 2022","206","postgrest","","","","","delete row","User can delete his profile in profiles table"
"passed","Wed Nov 30 16:05:19 GMT 2022","Wed Nov 30 16:05:19 GMT 2022","211","authentication","","","","","existing users should be able to login","When user is already signed up then he should be able to log in"
"skipped","Wed Nov 30 16:04:50 GMT 2022","Wed Nov 30 16:04:50 GMT 2022","0","realtime","","","","","subscribe from 2 clients",""
"skipped","Wed Nov 30 16:05:22 GMT 2022","Wed Nov 30 16:05:22 GMT 2022","1","auth_admin","get url for provider","","","","get url for provider 0",""
"passed","Wed Nov 30 16:05:24 GMT 2022","Wed Nov 30 16:05:24 GMT 2022","203","rpc","","","","","call rpc with head option","When you call rpc with head param, no data should be returned"
"skipped","Wed Nov 30 16:04:50 GMT 2022","Wed Nov 30 16:04:50 GMT 2022","0","realtime","subscribe on table with RLS policies","","","","subscribe on table with RLS policies 0",""
"skipped","Wed Nov 30 16:04:50 GMT 2022","Wed Nov 30 16:04:50 GMT 2022","0","realtime","subscribe on table with RLS policies","","","","subscribe on table with RLS policies 1",""
"passed","Wed Nov 30 16:05:21 GMT 2022","Wed Nov 30 16:05:22 GMT 2022","196","auth_admin","","","","","list users with service key","When you list users then you should get all users"
"passed","Wed Nov 30 16:05:19 GMT 2022","Wed Nov 30 16:05:19 GMT 2022","126","authentication","","","","","create new users by phone auth","When user sign up with phone then he should be logged in"
"passed","Wed Nov 30 16:04:44 GMT 2022","Wed Nov 30 16:04:44 GMT 2022","135","storage","create bucket","","","","create bucket 0","When you create public bucket then it has to be available"
"skipped","Wed Nov 30 16:05:22 GMT 2022","Wed Nov 30 16:05:22 GMT 2022","0","auth_admin","get url for provider","","","","get url for provider 2",""
"skipped","Wed Nov 30 16:04:50 GMT 2022","Wed Nov 30 16:04:50 GMT 2022","0","realtime","multiple subscriptions","","","","multiple subscriptions 1",""
"skipped","Wed Nov 30 16:04:50 GMT 2022","Wed Nov 30 16:04:50 GMT 2022","0","realtime","subscribe on table","","","","subscribe on table 1",""
"passed","Wed Nov 30 16:05:25 GMT 2022","Wed Nov 30 16:05:25 GMT 2022","196","postgrest","","","","","select row","User can select his profile from profiles table"
"skipped","Wed Nov 30 16:05:19 GMT 2022","Wed Nov 30 16:05:19 GMT 2022","0","authentication","","","","","update user should update logged in user",""
"skipped","Wed Nov 30 16:04:45 GMT 2022","Wed Nov 30 16:04:45 GMT 2022","0","storage","","","","","[skip-local] move file in bucket",""
"passed","Wed Nov 30 16:04:46 GMT 2022","Wed Nov 30 16:04:46 GMT 2022","94","storage","get signed link to file","","","","get signed link to file 1","get signed link to file in the bucket"
"passed","Wed Nov 30 16:04:49 GMT 2022","Wed Nov 30 16:04:50 GMT 2022","1207","realtime","","","","","you should get no events until subscribe","When you call ""on"" table but not subscribe then no events have to be returned"
"passed","Wed Nov 30 16:04:45 GMT 2022","Wed Nov 30 16:04:45 GMT 2022","231","storage","","","","","list files","list files in bucket"
"passed","Wed Nov 30 16:04:59 GMT 2022","Wed Nov 30 16:05:08 GMT 2022","9194","realtime","","","","","remove one subscription from client","When you remove one subscription then only events from another have to be returned"
"passed","Wed Nov 30 16:05:25 GMT 2022","Wed Nov 30 16:05:25 GMT 2022","202","postgrest","","","","","update row","User can update his profile in profiles table"
"passed","Wed Nov 30 16:05:25 GMT 2022","Wed Nov 30 16:05:25 GMT 2022","205","postgrest","","","","","insert row","User can insert profile for himself according to RLS to profiles table"
"skipped","Wed Nov 30 16:04:50 GMT 2022","Wed Nov 30 16:04:50 GMT 2022","1","realtime","subscribe on RLS table with service key","","","","subscribe on RLS table with service key 3",""
"skipped","Wed Nov 30 16:04:45 GMT 2022","Wed Nov 30 16:04:45 GMT 2022","0","storage","","","","","[skip-local] copy file in bucket",""
"passed","Wed Nov 30 16:04:45 GMT 2022","Wed Nov 30 16:04:45 GMT 2022","85","storage","","","","","delete bucket","get bucket should return bucket info"
"passed","Wed Nov 30 16:04:45 GMT 2022","Wed Nov 30 16:04:46 GMT 2022","85","storage","get signed link to file","","","","get signed link to file 0","get signed link to file in the bucket"
"skipped","Wed Nov 30 16:04:50 GMT 2022","Wed Nov 30 16:04:50 GMT 2022","1","realtime","subscribe on table","","","","subscribe on table 2",""
"passed","Wed Nov 30 16:05:20 GMT 2022","Wed Nov 30 16:05:20 GMT 2022","273","authentication","","","","","on auth state changed should return events","When user subscribes on auth changes then user has to receive auth updates"
"skipped","Wed Nov 30 16:04:50 GMT 2022","Wed Nov 30 16:04:50 GMT 2022","0","realtime","subscribe on table with RLS","","","","subscribe on table with RLS 3",""
"skipped","Wed Nov 30 16:04:50 GMT 2022","Wed Nov 30 16:04:50 GMT 2022","1","realtime","multiple subscriptions","","","","multiple subscriptions 0",""
"skipped","Wed Nov 30 16:04:50 GMT 2022","Wed Nov 30 16:04:50 GMT 2022","0","realtime","subscribe on table with RLS policies","","","","subscribe on table with RLS policies 2",""
"passed","Wed Nov 30 16:04:45 GMT 2022","Wed Nov 30 16:04:45 GMT 2022","73","storage","","","","","upload to bucket","upload to bucket"
"skipped","Wed Nov 30 16:04:50 GMT 2022","Wed Nov 30 16:04:50 GMT 2022","1","realtime","subscribe on RLS table with service key","","","","subscribe on RLS table with service key 0",""
"passed","Wed Nov 30 16:05:22 GMT 2022","Wed Nov 30 16:05:23 GMT 2022","273","auth_admin","","","","","delete user with anon key should fail","When you delete user with anon key you have to receive an error"
"skipped","Wed Nov 30 16:04:50 GMT 2022","Wed Nov 30 16:04:50 GMT 2022","0","realtime","subscribe on table","","","","subscribe on table 0",""
