"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"","postgrest","","4","0","0","0","0"
"","storage","","19","0","0","0","0"
"","authentication","","6","0","0","0","0"
"","auth_admin","","9","0","2","0","0"
"","","","0","0","0","6","0"
"","rpc","","3","0","0","0","0"
"","triggers","","1","0","0","0","0"
