"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 05 04:10:14 GMT 2023","Mon Jun 05 04:10:15 GMT 2023","155","home","","","","","get project settings","get project settings"
"passed","Mon Jun 05 04:17:18 GMT 2023","Mon Jun 05 04:17:25 GMT 2023","7298","storage","","","","","list files","list files in bucket"
"passed","Mon Jun 05 04:06:32 GMT 2023","Mon Jun 05 04:06:33 GMT 2023","427","tables","","","","","get roles","get roles list"
"passed","Mon Jun 05 04:16:15 GMT 2023","Mon Jun 05 04:16:16 GMT 2023","1098","data","","","","","procedures data restored","Check if procedure is restored after pause/resume"
"skipped","Mon Jun 05 04:16:23 GMT 2023","Mon Jun 05 04:16:23 GMT 2023","1","triggers","","","","","triggers work only once after pause/resume",""
"failed","Mon Jun 05 04:06:36 GMT 2023","Mon Jun 05 04:10:03 GMT 2023","206602","[gui] support forms","","","","","[skip-stage] new ticket from project","create support request from project page"
"skipped","Mon Jun 05 04:18:41 GMT 2023","Mon Jun 05 04:18:41 GMT 2023","0","realtime","subscribe on table with RLS policies","","","","subscribe on table with RLS policies 2",""
"passed","Mon Jun 05 04:19:45 GMT 2023","Mon Jun 05 04:19:46 GMT 2023","1214","auth_admin","","","","","get user should work","When you get user by id he has to be returned"
"passed","Mon Jun 05 04:20:55 GMT 2023","Mon Jun 05 04:21:00 GMT 2023","4743","rpc","","","","","call rpc and get result","When you call rpc then you are able to receive its result"
"passed","Mon Jun 05 04:16:33 GMT 2023","Mon Jun 05 04:16:35 GMT 2023","2206","storage","create bucket","","","","create bucket 1","When you create public bucket then it has to be available"
"passed","Mon Jun 05 04:17:08 GMT 2023","Mon Jun 05 04:17:13 GMT 2023","4970","storage","","","","","delete bucket","get bucket should return bucket info"
"passed","Mon Jun 05 04:20:21 GMT 2023","Mon Jun 05 04:20:25 GMT 2023","3370","authentication","","","","","get user should return logged in user","When user is signed in then he should be able to get his info and metadata"
"passed","Mon Jun 05 04:18:41 GMT 2023","Mon Jun 05 04:18:54 GMT 2023","12435","realtime","","","","","unsubscribe from table","When you unsubscribe from table then no events have to be returned"
"passed","Mon Jun 05 04:19:27 GMT 2023","Mon Jun 05 04:19:31 GMT 2023","4470","auth_admin","","","","","admin create user with logged in user should fail","When you try to create user as logged in user then you should get error"
"passed","Mon Jun 05 04:16:13 GMT 2023","Mon Jun 05 04:16:15 GMT 2023","2845","data","","","","","storage data restored","Check if storage data is restored after pause/resume"
"passed","Mon Jun 05 04:10:16 GMT 2023","Mon Jun 05 04:10:17 GMT 2023","1209","home","","","","","supabase auth is working in project","check supabase clients works correctly"
