"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Tue Sep 19 22:05:03 GMT 2023","Tue Sep 19 22:05:03 GMT 2023","0","realtime","subscribe on table","","","","subscribe on table 1",""
"passed","Tue Sep 19 22:06:02 GMT 2023","Tue Sep 19 22:06:03 GMT 2023","1098","triggers","","","","","trigger works","Insert user profile to trigger the a according trigger"
"skipped","Tue Sep 19 22:05:47 GMT 2023","Tue Sep 19 22:05:47 GMT 2023","0","auth_admin","get url for provider","","","","get url for provider 1",""
"passed","Tue Sep 19 22:05:52 GMT 2023","Tue Sep 19 22:05:53 GMT 2023","1211","rpc","","","","","call rpc and get result","When you call rpc then you are able to receive its result"
"skipped","Tue Sep 19 22:05:03 GMT 2023","Tue Sep 19 22:05:03 GMT 2023","1","realtime","multiple subscriptions","","","","multiple subscriptions 2",""
"passed","Tue Sep 19 22:05:59 GMT 2023","Tue Sep 19 22:06:00 GMT 2023","1661","postgrest","","","","","delete row","User can delete his profile in profiles table"
"skipped","Tue Sep 19 22:05:03 GMT 2023","Tue Sep 19 22:05:03 GMT 2023","0","realtime","subscribe on table with RLS policies","","","","subscribe on table with RLS policies 2",""
"skipped","Tue Sep 19 22:05:03 GMT 2023","Tue Sep 19 22:05:03 GMT 2023","0","realtime","multiple subscriptions","","","","multiple subscriptions 1",""
"passed","Tue Sep 19 22:05:00 GMT 2023","Tue Sep 19 22:05:02 GMT 2023","1857","realtime","","","","","you should get no events until subscribe","When you call ""on"" table but not subscribe then no events have to be returned"
"passed","Tue Sep 19 22:05:54 GMT 2023","Tue Sep 19 22:05:55 GMT 2023","1035","rpc","","","","","call rpc with head option","When you call rpc with head param, no data should be returned"
"skipped","Tue Sep 19 22:05:03 GMT 2023","Tue Sep 19 22:05:03 GMT 2023","0","realtime","subscribe on table","","","","subscribe on table 2",""
"skipped","Tue Sep 19 22:05:03 GMT 2023","Tue Sep 19 22:05:03 GMT 2023","0","realtime","subscribe on table with RLS","","","","subscribe on table with RLS 2",""
"skipped","Tue Sep 19 22:05:38 GMT 2023","Tue Sep 19 22:05:38 GMT 2023","1","authentication","","","","","update user should update logged in user",""
"passed","Tue Sep 19 22:05:41 GMT 2023","Tue Sep 19 22:05:41 GMT 2023","318","auth_admin","","","","","create user via admin api","When you create user then it has to be in auth db schema"
"passed","Tue Sep 19 22:05:47 GMT 2023","Tue Sep 19 22:05:48 GMT 2023","514","auth_admin","","","","","get user should work","When you get user by id he has to be returned"
"passed","Tue Sep 19 22:05:43 GMT 2023","Tue Sep 19 22:05:44 GMT 2023","822","auth_admin","","","","","list users with service key","When you list users then you should get all users"
"passed","Tue Sep 19 22:04:49 GMT 2023","Tue Sep 19 22:04:50 GMT 2023","870","storage","","","","","delete bucket","get bucket should return bucket info"
"skipped","Tue Sep 19 22:05:47 GMT 2023","Tue Sep 19 22:05:47 GMT 2023","0","auth_admin","get url for provider","","","","get url for provider 0",""
"skipped","Tue Sep 19 22:05:03 GMT 2023","Tue Sep 19 22:05:03 GMT 2023","1","realtime","subscribe on table with RLS policies","","","","subscribe on table with RLS policies 0",""
"passed","Tue Sep 19 22:05:03 GMT 2023","Tue Sep 19 22:05:12 GMT 2023","9829","realtime","","","","","unsubscribe from table","When you unsubscribe from table then no events have to be returned"
"passed","Tue Sep 19 22:05:44 GMT 2023","Tue Sep 19 22:05:46 GMT 2023","1224","auth_admin","","","","","list users with anon key should fail","When you try to list user with anon key then you should get error"
"skipped","Tue Sep 19 22:05:03 GMT 2023","Tue Sep 19 22:05:03 GMT 2023","0","realtime","subscribe on table with RLS policies","","","","subscribe on table with RLS policies 1",""
"passed","Tue Sep 19 22:04:46 GMT 2023","Tue Sep 19 22:04:47 GMT 2023","1087","storage","","","","","list buckets as admin","list buckets should return all buckets"
"passed","Tue Sep 19 22:04:43 GMT 2023","Tue Sep 19 22:04:45 GMT 2023","1286","storage","user cannot create bucket because of RLS","","","","user cannot create bucket because of RLS 0","There has to be default RLS policy to not allow users to create bucket"
"passed","Tue Sep 19 22:04:56 GMT 2023","Tue Sep 19 22:04:57 GMT 2023","879","storage","","","","","update file","update file check if it will change"
"passed","Tue Sep 19 22:04:58 GMT 2023","Tue Sep 19 22:05:00 GMT 2023","1796","realtime","","","","","connect to realtime","When you call ""on"" table then connected realtime client should be returned"
"passed","Tue Sep 19 22:04:55 GMT 2023","Tue Sep 19 22:04:56 GMT 2023","900","storage","get signed link to file","","","","get signed link to file 1","get signed link to file in the bucket"
"passed","Tue Sep 19 22:05:42 GMT 2023","Tue Sep 19 22:05:42 GMT 2023","627","auth_admin","","","","","admin create user with anon key should fail","When you try to create user with anon key then you should get error"
"skipped","Tue Sep 19 22:05:03 GMT 2023","Tue Sep 19 22:05:03 GMT 2023","1","realtime","subscribe on RLS table with service key","","","","subscribe on RLS table with service key 1",""
"passed","Tue Sep 19 22:05:48 GMT 2023","Tue Sep 19 22:05:49 GMT 2023","1139","auth_admin","","","","","delete user should work","When you delete user then this user has to be removed"
"passed","Tue Sep 19 22:05:37 GMT 2023","Tue Sep 19 22:05:38 GMT 2023","839","authentication","","","","","get user should return logged in user","When user is signed in then he should be able to get his info and metadata"
"passed","Tue Sep 19 22:05:48 GMT 2023","Tue Sep 19 22:05:48 GMT 2023","520","auth_admin","","","","","update user should work","When you update user then this user has to be updated"
