"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Dec 04 10:05:36 GMT 2023","Mon Dec 04 10:05:37 GMT 2023","1179","auth_admin","","","","","admin create user with logged in user should fail","When you try to create user as logged in user then you should get error"
"passed","Mon Dec 04 10:04:41 GMT 2023","Mon Dec 04 10:04:42 GMT 2023","1069","storage","","","","","list buckets as admin","list buckets should return all buckets"
"skipped","Mon Dec 04 10:04:57 GMT 2023","Mon Dec 04 10:04:57 GMT 2023","1","realtime","subscribe on table with RLS","","","","subscribe on table with RLS 3",""
"skipped","Mon Dec 04 10:05:41 GMT 2023","Mon Dec 04 10:05:41 GMT 2023","0","auth_admin","get url for provider","","","","get url for provider 1",""
"skipped","Mon Dec 04 10:04:57 GMT 2023","Mon Dec 04 10:04:57 GMT 2023","0","realtime","subscribe on RLS table with service key","","","","subscribe on RLS table with service key 2",""
"skipped","Mon Dec 04 10:04:57 GMT 2023","Mon Dec 04 10:04:57 GMT 2023","0","realtime","subscribe on RLS table with service key","","","","subscribe on RLS table with service key 1",""
"skipped","Mon Dec 04 10:05:41 GMT 2023","Mon Dec 04 10:05:41 GMT 2023","1","auth_admin","get url for provider","","","","get url for provider 0",""
"passed","Mon Dec 04 10:05:28 GMT 2023","Mon Dec 04 10:05:28 GMT 2023","348","authentication","","","","","signup should create user","When user sign up then corresponding user in auth schema should be created"
"passed","Mon Dec 04 10:05:47 GMT 2023","Mon Dec 04 10:05:48 GMT 2023","987","rpc","","","","","call rpc with head option","When you call rpc with head param, no data should be returned"
"skipped","Mon Dec 04 10:04:57 GMT 2023","Mon Dec 04 10:04:57 GMT 2023","0","realtime","subscribe on table","","","","subscribe on table 2",""
"passed","Mon Dec 04 10:04:40 GMT 2023","Mon Dec 04 10:04:41 GMT 2023","1206","storage","user cannot create bucket because of RLS","","","","user cannot create bucket because of RLS 1","There has to be default RLS policy to not allow users to create bucket"
"skipped","Mon Dec 04 10:04:57 GMT 2023","Mon Dec 04 10:04:57 GMT 2023","0","realtime","subscribe on table with RLS","","","","subscribe on table with RLS 1",""
"passed","Mon Dec 04 10:05:54 GMT 2023","Mon Dec 04 10:05:55 GMT 2023","1021","triggers","","","","","trigger works","Insert user profile to trigger the a according trigger"
"skipped","Mon Dec 04 10:04:57 GMT 2023","Mon Dec 04 10:04:57 GMT 2023","1","realtime","subscribe on RLS table with service key","","","","subscribe on RLS table with service key 0",""
"skipped","Mon Dec 04 10:04:57 GMT 2023","Mon Dec 04 10:04:57 GMT 2023","0","realtime","multiple subscriptions","","","","multiple subscriptions 2",""
"skipped","Mon Dec 04 10:04:48 GMT 2023","Mon Dec 04 10:04:48 GMT 2023","1","storage","","","","","[skip-local] move file in bucket",""
"passed","Mon Dec 04 10:05:33 GMT 2023","Mon Dec 04 10:05:34 GMT 2023","1059","authentication","","","","","[skip-stage] on auth state changed should return events","When user subscribes on auth changes then user has to receive auth updates"
"skipped","Mon Dec 04 10:04:57 GMT 2023","Mon Dec 04 10:04:57 GMT 2023","0","realtime","subscribe on table with RLS policies","","","","subscribe on table with RLS policies 3",""
"passed","Mon Dec 04 10:05:37 GMT 2023","Mon Dec 04 10:05:38 GMT 2023","770","auth_admin","","","","","list users with service key","When you list users then you should get all users"
"passed","Mon Dec 04 10:04:38 GMT 2023","Mon Dec 04 10:04:39 GMT 2023","447","storage","create bucket","","","","create bucket 1","When you create public bucket then it has to be available"
"passed","Mon Dec 04 10:04:44 GMT 2023","Mon Dec 04 10:04:45 GMT 2023","852","storage","update bucket","","","","update bucket 1","update bucket should change bucket both public->private and back"
"skipped","Mon Dec 04 10:05:30 GMT 2023","Mon Dec 04 10:05:30 GMT 2023","0","authentication","","","","","create new users by phone auth",""
"skipped","Mon Dec 04 10:04:57 GMT 2023","Mon Dec 04 10:04:57 GMT 2023","0","realtime","subscribe on table","","","","subscribe on table 1",""
"skipped","Mon Dec 04 10:04:57 GMT 2023","Mon Dec 04 10:04:57 GMT 2023","1","realtime","multiple subscriptions","","","","multiple subscriptions 0",""
"skipped","Mon Dec 04 10:04:57 GMT 2023","Mon Dec 04 10:04:57 GMT 2023","0","realtime","subscribe on table with RLS policies","","","","subscribe on table with RLS policies 0",""
"passed","Mon Dec 04 10:05:07 GMT 2023","Mon Dec 04 10:05:17 GMT 2023","9803","realtime","","","","","remove one subscription from client","When you remove one subscription then only events from another have to be returned"
"passed","Mon Dec 04 10:05:32 GMT 2023","Mon Dec 04 10:05:33 GMT 2023","983","authentication","","","","","set session should set new auth","When user changes session then he still should be correctly logined"
"passed","Mon Dec 04 10:04:42 GMT 2023","Mon Dec 04 10:04:43 GMT 2023","640","storage","","","","","get bucket","get bucket should return bucket info"
"skipped","Mon Dec 04 10:04:57 GMT 2023","Mon Dec 04 10:04:57 GMT 2023","1","realtime","subscribe on table with RLS","","","","subscribe on table with RLS 0",""
"passed","Mon Dec 04 10:04:46 GMT 2023","Mon Dec 04 10:04:47 GMT 2023","1187","storage","","","","","list files","list files in bucket"
"passed","Mon Dec 04 10:04:57 GMT 2023","Mon Dec 04 10:04:57 GMT 2023","566","realtime","","","","","get supabase client subscriptions","When you create 2 subs (1 subscribed and 1 not yet) then both should be returned on get subs"
"skipped","Mon Dec 04 10:05:41 GMT 2023","Mon Dec 04 10:05:41 GMT 2023","0","auth_admin","get url for provider","","","","get url for provider 2",""
"skipped","Mon Dec 04 10:04:57 GMT 2023","Mon Dec 04 10:04:57 GMT 2023","0","realtime","subscribe on RLS table with service key","","","","subscribe on RLS table with service key 3",""
"passed","Mon Dec 04 10:05:28 GMT 2023","Mon Dec 04 10:05:30 GMT 2023","1421","authentication","","","","","sing up new user and sign in","When user sign up then he should not be logged in until he confirms his email"
"skipped","Mon Dec 04 10:04:57 GMT 2023","Mon Dec 04 10:04:57 GMT 2023","0","realtime","subscribe on table","","","","subscribe on table 3",""
"passed","Mon Dec 04 10:05:35 GMT 2023","Mon Dec 04 10:05:35 GMT 2023","293","auth_admin","","","","","create user via admin api","When you create user then it has to be in auth db schema"
"passed","Mon Dec 04 10:04:43 GMT 2023","Mon Dec 04 10:04:44 GMT 2023","854","storage","update bucket","","","","update bucket 0","update bucket should change bucket both public->private and back"
"passed","Mon Dec 04 10:04:53 GMT 2023","Mon Dec 04 10:04:55 GMT 2023","1717","realtime","","","","","connect to realtime","When you call ""on"" table then connected realtime client should be returned"
"passed","Mon Dec 04 10:05:46 GMT 2023","Mon Dec 04 10:05:47 GMT 2023","993","rpc","","","","","call rpc method that has params","When you call rpc, params should be passed properly"
"passed","Mon Dec 04 10:05:17 GMT 2023","Mon Dec 04 10:05:27 GMT 2023","9804","realtime","","","","","remove all subscriptions from client","When you remove all subscription then no events have to be returned"
"skipped","Mon Dec 04 10:05:53 GMT 2023","Mon Dec 04 10:05:53 GMT 2023","1","functions","","","","","set auth",""
"passed","Mon Dec 04 10:05:30 GMT 2023","Mon Dec 04 10:05:31 GMT 2023","1194","authentication","","","","","existing users should be able to login","When user is already signed up then he should be able to log in"
"passed","Mon Dec 04 10:05:35 GMT 2023","Mon Dec 04 10:05:35 GMT 2023","561","auth_admin","","","","","user created by admin can login","When you create user then he can sign in"
"skipped","Mon Dec 04 10:04:57 GMT 2023","Mon Dec 04 10:04:57 GMT 2023","0","realtime","multiple subscriptions","","","","multiple subscriptions 1",""
"passed","Mon Dec 04 10:05:45 GMT 2023","Mon Dec 04 10:05:46 GMT 2023","1073","rpc","","","","","call rpc and get result","When you call rpc then you are able to receive its result"
"skipped","Mon Dec 04 10:04:57 GMT 2023","Mon Dec 04 10:04:57 GMT 2023","0","realtime","subscribe on table with RLS policies","","","","subscribe on table with RLS policies 2",""
"passed","Mon Dec 04 10:05:43 GMT 2023","Mon Dec 04 10:05:44 GMT 2023","1665","auth_admin","","","","","delete user with anon key should fail","When you delete user with anon key you have to receive an error"
"passed","Mon Dec 04 10:05:49 GMT 2023","Mon Dec 04 10:05:50 GMT 2023","778","postgrest","","","","","insert row","User can insert profile for himself according to RLS to profiles table"
"passed","Mon Dec 04 10:05:35 GMT 2023","Mon Dec 04 10:05:36 GMT 2023","624","auth_admin","","","","","admin create user with anon key should fail","When you try to create user with anon key then you should get error"
"skipped","Mon Dec 04 10:04:57 GMT 2023","Mon Dec 04 10:04:57 GMT 2023","0","realtime","","","","","subscribe from 2 clients",""
"passed","Mon Dec 04 10:04:50 GMT 2023","Mon Dec 04 10:04:50 GMT 2023","864","storage","get signed link to file","","","","get signed link to file 0","get signed link to file in the bucket"
"passed","Mon Dec 04 10:05:50 GMT 2023","Mon Dec 04 10:05:51 GMT 2023","985","postgrest","","","","","select row","User can select his profile from profiles table"
"skipped","Mon Dec 04 10:04:57 GMT 2023","Mon Dec 04 10:04:57 GMT 2023","0","realtime","subscribe on table","","","","subscribe on table 0",""
"passed","Mon Dec 04 10:04:47 GMT 2023","Mon Dec 04 10:04:48 GMT 2023","860","storage","","","","","download file from bucket","download file"
"skipped","Mon Dec 04 10:04:57 GMT 2023","Mon Dec 04 10:04:57 GMT 2023","0","realtime","subscribe on table with RLS","","","","subscribe on table with RLS 2",""
"skipped","Mon Dec 04 10:05:32 GMT 2023","Mon Dec 04 10:05:32 GMT 2023","0","authentication","","","","","update user should update logged in user",""
"skipped","Mon Dec 04 10:04:55 GMT 2023","Mon Dec 04 10:04:55 GMT 2023","0","realtime","","","","","[skip-local] receive event when connected to realtime",""
"passed","Mon Dec 04 10:05:39 GMT 2023","Mon Dec 04 10:05:41 GMT 2023","1464","auth_admin","","","","","list users as logged in user should fail","When you try to list user as logged in user then you should get error"
"passed","Mon Dec 04 10:04:49 GMT 2023","Mon Dec 04 10:04:50 GMT 2023","659","storage","","","","","get public link to private file","get public link to file in the private bucket"
"passed","Mon Dec 04 10:04:39 GMT 2023","Mon Dec 04 10:04:40 GMT 2023","1277","storage","user cannot create bucket because of RLS","","","","user cannot create bucket because of RLS 0","There has to be default RLS policy to not allow users to create bucket"
"passed","Mon Dec 04 10:04:46 GMT 2023","Mon Dec 04 10:04:46 GMT 2023","654","storage","","","","","upload to bucket","upload to bucket"
"passed","Mon Dec 04 10:04:55 GMT 2023","Mon Dec 04 10:04:57 GMT 2023","1794","realtime","","","","","you should get no events until subscribe","When you call ""on"" table but not subscribe then no events have to be returned"
"passed","Mon Dec 04 10:05:52 GMT 2023","Mon Dec 04 10:05:53 GMT 2023","1190","postgrest","","","","","delete row","User can delete his profile in profiles table"
"passed","Mon Dec 04 10:05:42 GMT 2023","Mon Dec 04 10:05:43 GMT 2023","1111","auth_admin","","","","","delete user should work","When you delete user then this user has to be removed"
"passed","Mon Dec 04 10:05:51 GMT 2023","Mon Dec 04 10:05:52 GMT 2023","1196","postgrest","","","","","update row","User can update his profile in profiles table"
"passed","Mon Dec 04 10:05:41 GMT 2023","Mon Dec 04 10:05:41 GMT 2023","492","auth_admin","","","","","get user should work","When you get user by id he has to be returned"
"skipped","Mon Dec 04 10:04:57 GMT 2023","Mon Dec 04 10:04:57 GMT 2023","0","realtime","subscribe on table with RLS policies","","","","subscribe on table with RLS policies 1",""
"passed","Mon Dec 04 10:04:48 GMT 2023","Mon Dec 04 10:04:49 GMT 2023","661","storage","","","","","get public link to file","get public link to file in the public bucket"
"skipped","Mon Dec 04 10:04:48 GMT 2023","Mon Dec 04 10:04:48 GMT 2023","0","storage","","","","","[skip-local] copy file in bucket",""
"passed","Mon Dec 04 10:05:41 GMT 2023","Mon Dec 04 10:05:42 GMT 2023","492","auth_admin","","","","","update user should work","When you update user then this user has to be updated"
"passed","Mon Dec 04 10:05:38 GMT 2023","Mon Dec 04 10:05:39 GMT 2023","1183","auth_admin","","","","","list users with anon key should fail","When you try to list user with anon key then you should get error"
"passed","Mon Dec 04 10:04:50 GMT 2023","Mon Dec 04 10:04:51 GMT 2023","861","storage","get signed link to file","","","","get signed link to file 1","get signed link to file in the bucket"
"passed","Mon Dec 04 10:04:45 GMT 2023","Mon Dec 04 10:04:46 GMT 2023","855","storage","","","","","delete bucket","get bucket should return bucket info"
"passed","Mon Dec 04 10:04:57 GMT 2023","Mon Dec 04 10:05:07 GMT 2023","9814","realtime","","","","","unsubscribe from table","When you unsubscribe from table then no events have to be returned"
"passed","Mon Dec 04 10:04:51 GMT 2023","Mon Dec 04 10:04:52 GMT 2023","870","storage","","","","","update file","update file check if it will change"
"passed","Mon Dec 04 10:04:38 GMT 2023","Mon Dec 04 10:04:38 GMT 2023","517","storage","create bucket","","","","create bucket 0","When you create public bucket then it has to be available"
"passed","Mon Dec 04 10:05:31 GMT 2023","Mon Dec 04 10:05:32 GMT 2023","782","authentication","","","","","get user should return logged in user","When user is signed in then he should be able to get his info and metadata"
