"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Mar 13 07:15:23 GMT 2023","Mon Mar 13 07:15:25 GMT 2023","2723","auth_admin","","","","","delete user should work","When you delete user then this user has to be removed"
"skipped","Mon Mar 13 07:14:30 GMT 2023","Mon Mar 13 07:14:30 GMT 2023","0","realtime","subscribe on table with RLS","","","","subscribe on table with RLS 1",""
"passed","Mon Mar 13 07:14:06 GMT 2023","Mon Mar 13 07:14:09 GMT 2023","2972","storage","","","","","get public link to private file","get public link to file in the private bucket"
"passed","Mon Mar 13 07:15:30 GMT 2023","Mon Mar 13 07:15:32 GMT 2023","1857","authentication","","","","","signup should create user","When user sign up then corresponding user in auth schema should be created"
"skipped","Mon Mar 13 07:14:30 GMT 2023","Mon Mar 13 07:14:30 GMT 2023","0","realtime","subscribe on RLS table with service key","","","","subscribe on RLS table with service key 0",""
"skipped","Mon Mar 13 07:14:30 GMT 2023","Mon Mar 13 07:14:30 GMT 2023","0","realtime","subscribe on table with RLS","","","","subscribe on table with RLS 0",""
"passed","Mon Mar 13 07:15:07 GMT 2023","Mon Mar 13 07:15:09 GMT 2023","1747","auth_admin","","","","","admin create user with anon key should fail","When you try to create user with anon key then you should get error"
"passed","Mon Mar 13 07:14:26 GMT 2023","Mon Mar 13 07:14:29 GMT 2023","3330","realtime","","","","","you should get no events until subscribe","When you call ""on"" table but not subscribe then no events have to be returned"
"passed","Mon Mar 13 07:15:05 GMT 2023","Mon Mar 13 07:15:07 GMT 2023","1506","auth_admin","","","","","user created by admin can login","When you create user then he can sign in"
"passed","Mon Mar 13 07:16:07 GMT 2023","Mon Mar 13 07:16:09 GMT 2023","2574","rpc","","","","","call rpc method that has params","When you call rpc, params should be passed properly"
"passed","Mon Mar 13 07:13:18 GMT 2023","Mon Mar 13 07:13:23 GMT 2023","5043","storage","user cannot create bucket because of RLS","","","","user cannot create bucket because of RLS 0","There has to be default RLS policy to not allow users to create bucket"
"passed","Mon Mar 13 07:15:43 GMT 2023","Mon Mar 13 07:15:45 GMT 2023","1989","authentication","","","","","set session should set new auth","When user changes session then he still should be correctly logined"
"passed","Mon Mar 13 07:12:59 GMT 2023","Mon Mar 13 07:13:01 GMT 2023","2175","data","","","","","storage data restored","Check if storage data is restored after pause/resume"
"passed","Mon Mar 13 07:14:09 GMT 2023","Mon Mar 13 07:14:12 GMT 2023","3698","storage","get signed link to file","","","","get signed link to file 0","get signed link to file in the bucket"
"passed","Mon Mar 13 07:15:09 GMT 2023","Mon Mar 13 07:15:12 GMT 2023","3517","auth_admin","","","","","admin create user with logged in user should fail","When you try to create user as logged in user then you should get error"
"passed","Mon Mar 13 07:04:50 GMT 2023","Mon Mar 13 07:04:50 GMT 2023","232","home","","","","","get project settings","get project settings"
"passed","Mon Mar 13 07:04:50 GMT 2023","Mon Mar 13 07:04:50 GMT 2023","93","home","","","","","get organizations","get organizations list"
"passed","Mon Mar 13 07:14:23 GMT 2023","Mon Mar 13 07:14:26 GMT 2023","2806","realtime","","","","","connect to realtime","When you call ""on"" table then connected realtime client should be returned"
"skipped","Mon Mar 13 07:13:06 GMT 2023","Mon Mar 13 07:13:06 GMT 2023","1","triggers","","","","","triggers work only once after pause/resume",""
"skipped","Mon Mar 13 07:14:30 GMT 2023","Mon Mar 13 07:14:30 GMT 2023","0","realtime","subscribe on RLS table with service key","","","","subscribe on RLS table with service key 2",""
"passed","Mon Mar 13 07:16:03 GMT 2023","Mon Mar 13 07:16:07 GMT 2023","3943","rpc","","","","","call rpc and get result","When you call rpc then you are able to receive its result"
"passed","Mon Mar 13 07:13:32 GMT 2023","Mon Mar 13 07:13:35 GMT 2023","3192","storage","update bucket","","","","update bucket 0","update bucket should change bucket both public->private and back"
"passed","Mon Mar 13 07:04:51 GMT 2023","Mon Mar 13 07:04:52 GMT 2023","877","home","","","","","supabase auth is working in project","check supabase clients works correctly"
"skipped","Mon Mar 13 07:14:30 GMT 2023","Mon Mar 13 07:14:30 GMT 2023","0","realtime","subscribe on RLS table with service key","","","","subscribe on RLS table with service key 3",""
"passed","Mon Mar 13 07:15:51 GMT 2023","Mon Mar 13 07:15:52 GMT 2023","1587","postgrest","","","","","insert row","User can insert profile for himself according to RLS to profiles table"
"passed","Mon Mar 13 07:15:22 GMT 2023","Mon Mar 13 07:15:23 GMT 2023","1016","auth_admin","","","","","update user should work","When you update user then this user has to be updated"
"passed","Mon Mar 13 07:12:56 GMT 2023","Mon Mar 13 07:12:57 GMT 2023","1020","data","","","","","login after restore","Check if user can login after pause/restore"
"passed","Mon Mar 13 07:15:58 GMT 2023","Mon Mar 13 07:16:02 GMT 2023","3737","postgrest","","","","","delete row","User can delete his profile in profiles table"
"passed","Mon Mar 13 07:04:37 GMT 2023","Mon Mar 13 07:04:37 GMT 2023","146","tables","","","","","get roles","get roles list"
"passed","Mon Mar 13 07:13:41 GMT 2023","Mon Mar 13 07:13:43 GMT 2023","2209","storage","","","","","upload to bucket","upload to bucket"
"skipped","Mon Mar 13 07:14:30 GMT 2023","Mon Mar 13 07:14:30 GMT 2023","1","realtime","multiple subscriptions","","","","multiple subscriptions 0",""
"passed","Mon Mar 13 07:14:30 GMT 2023","Mon Mar 13 07:14:41 GMT 2023","10957","realtime","","","","","unsubscribe from table","When you unsubscribe from table then no events have to be returned"
"passed","Mon Mar 13 07:16:09 GMT 2023","Mon Mar 13 07:16:12 GMT 2023","2557","rpc","","","","","call rpc with head option","When you call rpc with head param, no data should be returned"
"passed","Mon Mar 13 07:13:14 GMT 2023","Mon Mar 13 07:13:16 GMT 2023","2175","storage","create bucket","","","","create bucket 0","When you create public bucket then it has to be available"
"passed","Mon Mar 13 07:15:55 GMT 2023","Mon Mar 13 07:15:58 GMT 2023","3270","postgrest","","","","","update row","User can update his profile in profiles table"
"passed","Mon Mar 13 07:14:15 GMT 2023","Mon Mar 13 07:14:20 GMT 2023","4233","storage","","","","","update file","update file check if it will change"
"skipped","Mon Mar 13 07:15:43 GMT 2023","Mon Mar 13 07:15:43 GMT 2023","1","authentication","","","","","update user should update logged in user",""
"passed","Mon Mar 13 07:04:38 GMT 2023","Mon Mar 13 07:04:38 GMT 2023","153","tables","","","","","get extensions","get extensions list"
"passed","Mon Mar 13 07:13:03 GMT 2023","Mon Mar 13 07:13:06 GMT 2023","3470","triggers","","","","","trigger works only once","Check if there are any duplicated in table with triggered inserts"
"passed","Mon Mar 13 07:14:29 GMT 2023","Mon Mar 13 07:14:30 GMT 2023","1472","realtime","","","","","get supabase client subscriptions","When you create 2 subs (1 subscribed and 1 not yet) then both should be returned on get subs"
"passed","Mon Mar 13 07:13:23 GMT 2023","Mon Mar 13 07:13:27 GMT 2023","4699","storage","user cannot create bucket because of RLS","","","","user cannot create bucket because of RLS 1","There has to be default RLS policy to not allow users to create bucket"
"passed","Mon Mar 13 07:04:38 GMT 2023","Mon Mar 13 07:04:38 GMT 2023","144","tables","","","","","get publications","get publications list"
"passed","Mon Mar 13 07:15:36 GMT 2023","Mon Mar 13 07:15:38 GMT 2023","2270","authentication","","","","","create new users by phone auth","When user sign up with phone then he should be logged in"
"passed","Mon Mar 13 07:12:57 GMT 2023","Mon Mar 13 07:12:59 GMT 2023","1765","data","","","","","profile data restored","Check if data is restored after pause/resume"
"passed","Mon Mar 13 07:15:12 GMT 2023","Mon Mar 13 07:15:14 GMT 2023","2003","auth_admin","","","","","list users with service key","When you list users then you should get all users"
"skipped","Mon Mar 13 07:15:20 GMT 2023","Mon Mar 13 07:15:20 GMT 2023","0","auth_admin","get url for provider","","","","get url for provider 0",""
"passed","Mon Mar 13 07:04:37 GMT 2023","Mon Mar 13 07:04:38 GMT 2023","152","tables","","","","","get triggers","get triggers list"
"passed","Mon Mar 13 07:06:12 GMT 2023","Mon Mar 13 07:06:12 GMT 2023","179","api","","","","","get api service","get api service and project info"
"skipped","Mon Mar 13 07:14:30 GMT 2023","Mon Mar 13 07:14:30 GMT 2023","0","realtime","subscribe on table","","","","subscribe on table 0",""
"passed","Mon Mar 13 07:04:34 GMT 2023","Mon Mar 13 07:04:35 GMT 2023","749","tables","","","","","get tables","get tables list"
"skipped","Mon Mar 13 07:13:13 GMT 2023","Mon Mar 13 07:13:13 GMT 2023","8","functions","","","","","set auth",""
"passed","Mon Mar 13 07:14:41 GMT 2023","Mon Mar 13 07:14:53 GMT 2023","11297","realtime","","","","","remove one subscription from client","When you remove one subscription then only events from another have to be returned"
"passed","Mon Mar 13 07:16:13 GMT 2023","Mon Mar 13 07:16:15 GMT 2023","2393","triggers","","","","","trigger works","Insert user profile to trigger the a according trigger"
"skipped","Mon Mar 13 07:14:30 GMT 2023","Mon Mar 13 07:14:30 GMT 2023","0","realtime","subscribe on table with RLS policies","","","","subscribe on table with RLS policies 2",""
"passed","Mon Mar 13 07:13:16 GMT 2023","Mon Mar 13 07:13:18 GMT 2023","1603","storage","create bucket","","","","create bucket 1","When you create public bucket then it has to be available"
"skipped","Mon Mar 13 07:14:30 GMT 2023","Mon Mar 13 07:14:30 GMT 2023","0","realtime","multiple subscriptions","","","","multiple subscriptions 2",""
"skipped","Mon Mar 13 07:14:30 GMT 2023","Mon Mar 13 07:14:30 GMT 2023","0","realtime","subscribe on table with RLS policies","","","","subscribe on table with RLS policies 0",""
"passed","Mon Mar 13 07:06:18 GMT 2023","Mon Mar 13 07:06:20 GMT 2023","2422","storage","","","","","create storage bucket","create new storage bucket via API"
"skipped","Mon Mar 13 07:15:20 GMT 2023","Mon Mar 13 07:15:20 GMT 2023","0","auth_admin","get url for provider","","","","get url for provider 1",""
"passed","Mon Mar 13 07:13:51 GMT 2023","Mon Mar 13 07:13:57 GMT 2023","6125","storage","","","","","[skip-local] move file in bucket","move file"
"passed","Mon Mar 13 07:04:50 GMT 2023","Mon Mar 13 07:04:50 GMT 2023","119","home","","","","","get projects","get projects list"
"passed","Mon Mar 13 07:15:32 GMT 2023","Mon Mar 13 07:15:36 GMT 2023","3646","authentication","","","","","sing up new user and sign in","When user sign up then he should not be logged in until he confirms his email"
"skipped","Mon Mar 13 07:14:30 GMT 2023","Mon Mar 13 07:14:30 GMT 2023","0","realtime","subscribe on table with RLS policies","","","","subscribe on table with RLS policies 1",""
"passed","Mon Mar 13 07:13:35 GMT 2023","Mon Mar 13 07:13:37 GMT 2023","2243","storage","update bucket","","","","update bucket 1","update bucket should change bucket both public->private and back"
"passed","Mon Mar 13 07:04:35 GMT 2023","Mon Mar 13 07:04:37 GMT 2023","2338","tables","","","","","add table","create table via dashboard API"
"passed","Mon Mar 13 07:13:30 GMT 2023","Mon Mar 13 07:13:32 GMT 2023","2087","storage","","","","","get bucket","get bucket should return bucket info"
"passed","Mon Mar 13 07:04:54 GMT 2023","Mon Mar 13 07:06:11 GMT 2023","76997","[gui] project","","","","","create project","create new project using gui dashboard"
"skipped","Mon Mar 13 07:14:30 GMT 2023","Mon Mar 13 07:14:30 GMT 2023","0","realtime","subscribe on table","","","","subscribe on table 3",""
"skipped","Mon Mar 13 07:14:30 GMT 2023","Mon Mar 13 07:14:30 GMT 2023","1","realtime","subscribe on table with RLS policies","","","","subscribe on table with RLS policies 3",""
"passed","Mon Mar 13 07:04:35 GMT 2023","Mon Mar 13 07:04:35 GMT 2023","162","tables","","","","","get schemas","get schemas list"
"passed","Mon Mar 13 07:13:01 GMT 2023","Mon Mar 13 07:13:02 GMT 2023","838","data","","","","","procedures data restored","Check if procedure is restored after pause/resume"
"skipped","Mon Mar 13 07:14:30 GMT 2023","Mon Mar 13 07:14:30 GMT 2023","1","realtime","subscribe on table","","","","subscribe on table 1",""
"passed","Mon Mar 13 07:14:53 GMT 2023","Mon Mar 13 07:15:04 GMT 2023","11050","realtime","","","","","remove all subscriptions from client","When you remove all subscription then no events have to be returned"
"passed","Mon Mar 13 07:14:02 GMT 2023","Mon Mar 13 07:14:06 GMT 2023","3983","storage","","","","","get public link to file","get public link to file in the public bucket"
"passed","Mon Mar 13 07:15:20 GMT 2023","Mon Mar 13 07:15:22 GMT 2023","1370","auth_admin","","","","","get user should work","When you get user by id he has to be returned"
"passed","Mon Mar 13 07:15:52 GMT 2023","Mon Mar 13 07:15:55 GMT 2023","2331","postgrest","","","","","select row","User can select his profile from profiles table"
"passed","Mon Mar 13 07:15:05 GMT 2023","Mon Mar 13 07:15:05 GMT 2023","575","auth_admin","","","","","create user via admin api","When you create user then it has to be in auth db schema"
"passed","Mon Mar 13 07:04:43 GMT 2023","Mon Mar 13 07:04:49 GMT 2023","5738","sql","","","","","create content","create new sql query in editor"
"skipped","Mon Mar 13 07:14:30 GMT 2023","Mon Mar 13 07:14:30 GMT 2023","1","realtime","subscribe on RLS table with service key","","","","subscribe on RLS table with service key 1",""
"skipped","Mon Mar 13 07:14:30 GMT 2023","Mon Mar 13 07:14:30 GMT 2023","0","realtime","subscribe on table with RLS","","","","subscribe on table with RLS 3",""
"passed","Mon Mar 13 07:15:45 GMT 2023","Mon Mar 13 07:15:50 GMT 2023","5125","authentication","","","","","[skip-stage] on auth state changed should return events","When user subscribes on auth changes then user has to receive auth updates"
"passed","Mon Mar 13 07:13:43 GMT 2023","Mon Mar 13 07:13:47 GMT 2023","3799","storage","","","","","list files","list files in bucket"
"skipped","Mon Mar 13 07:15:20 GMT 2023","Mon Mar 13 07:15:20 GMT 2023","1","auth_admin","get url for provider","","","","get url for provider 2",""
"passed","Mon Mar 13 07:15:38 GMT 2023","Mon Mar 13 07:15:41 GMT 2023","2835","authentication","","","","","existing users should be able to login","When user is already signed up then he should be able to log in"
"passed","Mon Mar 13 07:04:50 GMT 2023","Mon Mar 13 07:04:51 GMT 2023","1034","home","","","","","get project","get project"
"passed","Mon Mar 13 07:15:17 GMT 2023","Mon Mar 13 07:15:20 GMT 2023","3321","auth_admin","","","","","list users as logged in user should fail","When you try to list user as logged in user then you should get error"
"passed","Mon Mar 13 07:13:57 GMT 2023","Mon Mar 13 07:14:02 GMT 2023","4469","storage","","","","","[skip-local] copy file in bucket","copy file"
"passed","Mon Mar 13 07:06:15 GMT 2023","Mon Mar 13 07:06:16 GMT 2023","1455","users","","","","","[skip-stage] invite user","invite new user via dashboard api"
"passed","Mon Mar 13 07:13:47 GMT 2023","Mon Mar 13 07:13:51 GMT 2023","4286","storage","","","","","download file from bucket","download file"
"passed","Mon Mar 13 07:14:12 GMT 2023","Mon Mar 13 07:14:15 GMT 2023","3121","storage","get signed link to file","","","","get signed link to file 1","get signed link to file in the bucket"
"skipped","Mon Mar 13 07:14:30 GMT 2023","Mon Mar 13 07:14:30 GMT 2023","0","realtime","subscribe on table","","","","subscribe on table 2",""
"skipped","Mon Mar 13 07:14:30 GMT 2023","Mon Mar 13 07:14:30 GMT 2023","0","realtime","multiple subscriptions","","","","multiple subscriptions 1",""
"skipped","Mon Mar 13 07:14:30 GMT 2023","Mon Mar 13 07:14:30 GMT 2023","0","realtime","subscribe on table with RLS","","","","subscribe on table with RLS 2",""
"passed","Mon Mar 13 07:13:27 GMT 2023","Mon Mar 13 07:13:30 GMT 2023","2572","storage","","","","","list buckets as admin","list buckets should return all buckets"
"passed","Mon Mar 13 07:06:21 GMT 2023","Mon Mar 13 07:06:21 GMT 2023","124","settings","","","","","get postgrest settings","get api service (postgrest) settings list"
"passed","Mon Mar 13 07:15:41 GMT 2023","Mon Mar 13 07:15:43 GMT 2023","1551","authentication","","","","","get user should return logged in user","When user is signed in then he should be able to get his info and metadata"
"passed","Mon Mar 13 07:15:25 GMT 2023","Mon Mar 13 07:15:30 GMT 2023","4232","auth_admin","","","","","delete user with anon key should fail","When you delete user with anon key you have to receive an error"
"passed","Mon Mar 13 07:15:14 GMT 2023","Mon Mar 13 07:15:17 GMT 2023","2822","auth_admin","","","","","list users with anon key should fail","When you try to list user with anon key then you should get error"
"passed","Mon Mar 13 07:13:37 GMT 2023","Mon Mar 13 07:13:41 GMT 2023","3265","storage","","","","","delete bucket","get bucket should return bucket info"
"skipped","Mon Mar 13 07:14:30 GMT 2023","Mon Mar 13 07:14:30 GMT 2023","0","realtime","","","","","subscribe from 2 clients",""
"skipped","Mon Mar 13 07:14:26 GMT 2023","Mon Mar 13 07:14:26 GMT 2023","1","realtime","","","","","[skip-local] receive event when connected to realtime",""
