"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Sun Oct 23 04:33:35 GMT 2022","Sun Oct 23 04:33:35 GMT 2022","1","realtime","multiple subscriptions","","","","multiple subscriptions 2",""
"passed","Sun Oct 23 04:32:16 GMT 2022","Sun Oct 23 04:32:18 GMT 2022","2179","storage","","","","","get bucket","get bucket should return bucket info"
"passed","Sun Oct 23 04:34:13 GMT 2022","Sun Oct 23 04:34:15 GMT 2022","2146","auth_admin","","","","","list users as logged in user should fail","When you try to list user as logged in user then you should get error"
"skipped","Sun Oct 23 04:33:35 GMT 2022","Sun Oct 23 04:33:35 GMT 2022","0","realtime","subscribe on RLS table with service key","","","","subscribe on RLS table with service key 2",""
"passed","Sun Oct 23 04:31:59 GMT 2022","Sun Oct 23 04:32:02 GMT 2022","3227","storage","create bucket","","","","create bucket 0","When you create public bucket then it has to be available"
"skipped","Sun Oct 23 04:34:39 GMT 2022","Sun Oct 23 04:34:39 GMT 2022","5","functions","","","","","set auth",""
"passed","Sun Oct 23 04:32:02 GMT 2022","Sun Oct 23 04:32:06 GMT 2022","3114","storage","create bucket","","","","create bucket 1","When you create public bucket then it has to be available"
"skipped","Sun Oct 23 04:33:35 GMT 2022","Sun Oct 23 04:33:35 GMT 2022","1","realtime","subscribe on table","","","","subscribe on table 2",""
"passed","Sun Oct 23 04:32:33 GMT 2022","Sun Oct 23 04:32:36 GMT 2022","3423","storage","","","","","[skip-local] move file in bucket","move file"
"passed","Sun Oct 23 04:34:12 GMT 2022","Sun Oct 23 04:34:13 GMT 2022","1152","auth_admin","","","","","list users with anon key should fail","When you try to list user with anon key then you should get error"
"passed","Sun Oct 23 04:33:11 GMT 2022","Sun Oct 23 04:33:16 GMT 2022","4977","authentication","","","","","on auth state changed should return events","When user subscribes on auth changes then user has to receive auth updates"
"skipped","Sun Oct 23 04:33:35 GMT 2022","Sun Oct 23 04:33:35 GMT 2022","0","realtime","subscribe on table with RLS policies","","","","subscribe on table with RLS policies 2",""
"passed","Sun Oct 23 04:31:00 GMT 2022","Sun Oct 23 04:31:00 GMT 2022","231","tables","","","","","get roles","get roles list"
"passed","Sun Oct 23 04:31:03 GMT 2022","Sun Oct 23 04:31:03 GMT 2022","244","home","","","","","get project settings","get project settings"
"passed","Sun Oct 23 04:34:07 GMT 2022","Sun Oct 23 04:34:07 GMT 2022","414","auth_admin","","","","","create user via admin api","When you create user then it has to be in auth db schema"
"passed","Sun Oct 23 04:34:22 GMT 2022","Sun Oct 23 04:34:25 GMT 2022","3378","rpc","","","","","call rpc and get result","When you call rpc then you are able to receive its result"
"passed","Sun Oct 23 04:30:56 GMT 2022","Sun Oct 23 04:30:57 GMT 2022","1052","tables","","","","","get tables","get tables list"
"skipped","Sun Oct 23 04:33:35 GMT 2022","Sun Oct 23 04:33:35 GMT 2022","0","realtime","multiple subscriptions","","","","multiple subscriptions 1",""
"passed","Sun Oct 23 04:33:20 GMT 2022","Sun Oct 23 04:33:32 GMT 2022","11897","realtime","","","","","[skip-stage] receive event when connected to realtime","When you subscrive to realtime, you have to receive updates"
"passed","Sun Oct 23 04:32:41 GMT 2022","Sun Oct 23 04:32:41 GMT 2022","170","settings","","","","","get postgrest settings","get api service (postgrest) settings list"
"passed","Sun Oct 23 04:33:34 GMT 2022","Sun Oct 23 04:33:35 GMT 2022","827","realtime","","","","","get supabase client subscriptions","When you create 2 subs (1 subscribed and 1 not yet) then both should be returned on get subs"
"passed","Sun Oct 23 04:34:27 GMT 2022","Sun Oct 23 04:34:29 GMT 2022","2146","rpc","","","","","call rpc with head option","When you call rpc with head param, no data should be returned"
"passed","Sun Oct 23 04:31:20 GMT 2022","Sun Oct 23 04:32:29 GMT 2022","69103","[gui] project","","","","","create project","create new project using gui dashboard"
"passed","Sun Oct 23 04:32:46 GMT 2022","Sun Oct 23 04:32:49 GMT 2022","2988","storage","get signed link to file","","","","get signed link to file 1","get signed link to file in the bucket"
"passed","Sun Oct 23 04:34:32 GMT 2022","Sun Oct 23 04:34:34 GMT 2022","2110","postgrest","","","","","select row","User can select his profile from profiles table"
"passed","Sun Oct 23 04:32:18 GMT 2022","Sun Oct 23 04:32:21 GMT 2022","2370","storage","update bucket","","","","update bucket 0","update bucket should change bucket both public->private and back"
"passed","Sun Oct 23 04:32:32 GMT 2022","Sun Oct 23 04:32:34 GMT 2022","1742","users","","","","","invite user","invite new user via dashboard api"
