"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Mar 13 04:05:54 GMT 2023","Mon Mar 13 04:05:55 GMT 2023","1130","authentication","","","","","[skip-stage] on auth state changed should return events","When user subscribes on auth changes then user has to receive auth updates"
"passed","Mon Mar 13 04:05:59 GMT 2023","Mon Mar 13 04:06:00 GMT 2023","816","auth_admin","","","","","list users with service key","When you list users then you should get all users"
"passed","Mon Mar 13 04:05:11 GMT 2023","Mon Mar 13 04:05:12 GMT 2023","877","storage","","","","","update file","update file check if it will change"
"skipped","Mon Mar 13 04:05:53 GMT 2023","Mon Mar 13 04:05:53 GMT 2023","0","authentication","","","","","update user should update logged in user",""
"skipped","Mon Mar 13 04:05:17 GMT 2023","Mon Mar 13 04:05:17 GMT 2023","0","realtime","subscribe on table","","","","subscribe on table 3",""
"skipped","Mon Mar 13 04:05:17 GMT 2023","Mon Mar 13 04:05:17 GMT 2023","0","realtime","subscribe on table with RLS policies","","","","subscribe on table with RLS policies 0",""
"skipped","Mon Mar 13 04:05:17 GMT 2023","Mon Mar 13 04:05:17 GMT 2023","1","realtime","subscribe on table","","","","subscribe on table 2",""
"passed","Mon Mar 13 04:06:09 GMT 2023","Mon Mar 13 04:06:10 GMT 2023","1040","rpc","","","","","call rpc with head option","When you call rpc with head param, no data should be returned"
"skipped","Mon Mar 13 04:05:17 GMT 2023","Mon Mar 13 04:05:17 GMT 2023","0","realtime","multiple subscriptions","","","","multiple subscriptions 2",""
"skipped","Mon Mar 13 04:05:17 GMT 2023","Mon Mar 13 04:05:17 GMT 2023","0","realtime","subscribe on RLS table with service key","","","","subscribe on RLS table with service key 2",""
"passed","Mon Mar 13 04:06:03 GMT 2023","Mon Mar 13 04:06:03 GMT 2023","518","auth_admin","","","","","update user should work","When you update user then this user has to be updated"
"passed","Mon Mar 13 04:05:48 GMT 2023","Mon Mar 13 04:05:48 GMT 2023","356","authentication","","","","","signup should create user","When user sign up then corresponding user in auth schema should be created"
"skipped","Mon Mar 13 04:06:16 GMT 2023","Mon Mar 13 04:06:16 GMT 2023","1","functions","","","","","set auth",""
"passed","Mon Mar 13 04:04:58 GMT 2023","Mon Mar 13 04:04:59 GMT 2023","1318","storage","user cannot create bucket because of RLS","","","","user cannot create bucket because of RLS 0","There has to be default RLS policy to not allow users to create bucket"
"passed","Mon Mar 13 04:05:17 GMT 2023","Mon Mar 13 04:05:17 GMT 2023","613","realtime","","","","","get supabase client subscriptions","When you create 2 subs (1 subscribed and 1 not yet) then both should be returned on get subs"
"skipped","Mon Mar 13 04:05:17 GMT 2023","Mon Mar 13 04:05:17 GMT 2023","1","realtime","multiple subscriptions","","","","multiple subscriptions 1",""
"skipped","Mon Mar 13 04:05:17 GMT 2023","Mon Mar 13 04:05:17 GMT 2023","1","realtime","subscribe on table with RLS policies","","","","subscribe on table with RLS policies 3",""
"passed","Mon Mar 13 04:05:09 GMT 2023","Mon Mar 13 04:05:10 GMT 2023","895","storage","get signed link to file","","","","get signed link to file 0","get signed link to file in the bucket"
"passed","Mon Mar 13 04:05:37 GMT 2023","Mon Mar 13 04:05:47 GMT 2023","9840","realtime","","","","","remove all subscriptions from client","When you remove all subscription then no events have to be returned"
"passed","Mon Mar 13 04:05:08 GMT 2023","Mon Mar 13 04:05:09 GMT 2023","659","storage","","","","","get public link to private file","get public link to file in the private bucket"
"passed","Mon Mar 13 04:05:07 GMT 2023","Mon Mar 13 04:05:08 GMT 2023","877","storage","","","","","download file from bucket","download file"
"passed","Mon Mar 13 04:05:03 GMT 2023","Mon Mar 13 04:05:04 GMT 2023","864","storage","update bucket","","","","update bucket 1","update bucket should change bucket both public->private and back"
"skipped","Mon Mar 13 04:05:17 GMT 2023","Mon Mar 13 04:05:17 GMT 2023","0","realtime","","","","","subscribe from 2 clients",""
"skipped","Mon Mar 13 04:05:17 GMT 2023","Mon Mar 13 04:05:17 GMT 2023","0","realtime","subscribe on RLS table with service key","","","","subscribe on RLS table with service key 3",""
"passed","Mon Mar 13 04:05:58 GMT 2023","Mon Mar 13 04:05:59 GMT 2023","1233","auth_admin","","","","","admin create user with logged in user should fail","When you try to create user as logged in user then you should get error"
"skipped","Mon Mar 13 04:05:17 GMT 2023","Mon Mar 13 04:05:17 GMT 2023","1","realtime","subscribe on RLS table with service key","","","","subscribe on RLS table with service key 1",""
"skipped","Mon Mar 13 04:05:17 GMT 2023","Mon Mar 13 04:05:17 GMT 2023","0","realtime","subscribe on table","","","","subscribe on table 0",""
"passed","Mon Mar 13 04:05:02 GMT 2023","Mon Mar 13 04:05:02 GMT 2023","648","storage","","","","","get bucket","get bucket should return bucket info"
"skipped","Mon Mar 13 04:06:02 GMT 2023","Mon Mar 13 04:06:02 GMT 2023","0","auth_admin","get url for provider","","","","get url for provider 0",""
"skipped","Mon Mar 13 04:05:17 GMT 2023","Mon Mar 13 04:05:17 GMT 2023","0","realtime","subscribe on table with RLS","","","","subscribe on table with RLS 0",""
"passed","Mon Mar 13 04:05:06 GMT 2023","Mon Mar 13 04:05:07 GMT 2023","1229","storage","","","","","list files","list files in bucket"
"passed","Mon Mar 13 04:05:57 GMT 2023","Mon Mar 13 04:05:58 GMT 2023","627","auth_admin","","","","","admin create user with anon key should fail","When you try to create user with anon key then you should get error"
"passed","Mon Mar 13 04:05:05 GMT 2023","Mon Mar 13 04:05:06 GMT 2023","666","storage","","","","","upload to bucket","upload to bucket"
"skipped","Mon Mar 13 04:05:08 GMT 2023","Mon Mar 13 04:05:08 GMT 2023","0","storage","","","","","[skip-local] copy file in bucket",""
"passed","Mon Mar 13 04:05:53 GMT 2023","Mon Mar 13 04:05:54 GMT 2023","1031","authentication","","","","","set session should set new auth","When user changes session then he still should be correctly logined"
"passed","Mon Mar 13 04:05:56 GMT 2023","Mon Mar 13 04:05:56 GMT 2023","307","auth_admin","","","","","create user via admin api","When you create user then it has to be in auth db schema"
"passed","Mon Mar 13 04:06:03 GMT 2023","Mon Mar 13 04:06:05 GMT 2023","1155","auth_admin","","","","","delete user should work","When you delete user then this user has to be removed"
"skipped","Mon Mar 13 04:05:15 GMT 2023","Mon Mar 13 04:05:15 GMT 2023","0","realtime","","","","","[skip-local] receive event when connected to realtime",""
"passed","Mon Mar 13 04:05:08 GMT 2023","Mon Mar 13 04:05:08 GMT 2023","668","storage","","","","","get public link to file","get public link to file in the public bucket"
"passed","Mon Mar 13 04:06:02 GMT 2023","Mon Mar 13 04:06:03 GMT 2023","518","auth_admin","","","","","get user should work","When you get user by id he has to be returned"
"passed","Mon Mar 13 04:05:56 GMT 2023","Mon Mar 13 04:05:57 GMT 2023","672","auth_admin","","","","","user created by admin can login","When you create user then he can sign in"
"skipped","Mon Mar 13 04:05:17 GMT 2023","Mon Mar 13 04:05:17 GMT 2023","0","realtime","subscribe on table with RLS","","","","subscribe on table with RLS 1",""
"passed","Mon Mar 13 04:06:05 GMT 2023","Mon Mar 13 04:06:06 GMT 2023","1732","auth_admin","","","","","delete user with anon key should fail","When you delete user with anon key you have to receive an error"
"passed","Mon Mar 13 04:04:58 GMT 2023","Mon Mar 13 04:04:58 GMT 2023","444","storage","create bucket","","","","create bucket 1","When you create public bucket then it has to be available"
"skipped","Mon Mar 13 04:05:17 GMT 2023","Mon Mar 13 04:05:17 GMT 2023","0","realtime","subscribe on table with RLS policies","","","","subscribe on table with RLS policies 2",""
"passed","Mon Mar 13 04:05:48 GMT 2023","Mon Mar 13 04:05:50 GMT 2023","1469","authentication","","","","","sing up new user and sign in","When user sign up then he should not be logged in until he confirms his email"
"passed","Mon Mar 13 04:04:57 GMT 2023","Mon Mar 13 04:04:58 GMT 2023","504","storage","create bucket","","","","create bucket 0","When you create public bucket then it has to be available"
"passed","Mon Mar 13 04:05:52 GMT 2023","Mon Mar 13 04:05:53 GMT 2023","820","authentication","","","","","get user should return logged in user","When user is signed in then he should be able to get his info and metadata"
"skipped","Mon Mar 13 04:06:02 GMT 2023","Mon Mar 13 04:06:02 GMT 2023","0","auth_admin","get url for provider","","","","get url for provider 2",""
"passed","Mon Mar 13 04:05:17 GMT 2023","Mon Mar 13 04:05:27 GMT 2023","9841","realtime","","","","","unsubscribe from table","When you unsubscribe from table then no events have to be returned"
"passed","Mon Mar 13 04:06:07 GMT 2023","Mon Mar 13 04:06:08 GMT 2023","1059","rpc","","","","","call rpc and get result","When you call rpc then you are able to receive its result"
"passed","Mon Mar 13 04:05:51 GMT 2023","Mon Mar 13 04:05:52 GMT 2023","1261","authentication","","","","","existing users should be able to login","When user is already signed up then he should be able to log in"
"passed","Mon Mar 13 04:06:01 GMT 2023","Mon Mar 13 04:06:02 GMT 2023","1528","auth_admin","","","","","list users as logged in user should fail","When you try to list user as logged in user then you should get error"
"passed","Mon Mar 13 04:05:50 GMT 2023","Mon Mar 13 04:05:51 GMT 2023","942","authentication","","","","","create new users by phone auth","When user sign up with phone then he should be logged in"
"passed","Mon Mar 13 04:04:59 GMT 2023","Mon Mar 13 04:05:01 GMT 2023","1248","storage","user cannot create bucket because of RLS","","","","user cannot create bucket because of RLS 1","There has to be default RLS policy to not allow users to create bucket"
"skipped","Mon Mar 13 04:05:17 GMT 2023","Mon Mar 13 04:05:17 GMT 2023","0","realtime","subscribe on table","","","","subscribe on table 1",""
"passed","Mon Mar 13 04:06:13 GMT 2023","Mon Mar 13 04:06:14 GMT 2023","1238","postgrest","","","","","update row","User can update his profile in profiles table"
"passed","Mon Mar 13 04:05:27 GMT 2023","Mon Mar 13 04:05:37 GMT 2023","9826","realtime","","","","","remove one subscription from client","When you remove one subscription then only events from another have to be returned"
"skipped","Mon Mar 13 04:05:17 GMT 2023","Mon Mar 13 04:05:17 GMT 2023","0","realtime","subscribe on table with RLS","","","","subscribe on table with RLS 2",""
"skipped","Mon Mar 13 04:06:02 GMT 2023","Mon Mar 13 04:06:02 GMT 2023","0","auth_admin","get url for provider","","","","get url for provider 1",""
"skipped","Mon Mar 13 04:05:17 GMT 2023","Mon Mar 13 04:05:17 GMT 2023","0","realtime","multiple subscriptions","","","","multiple subscriptions 0",""
"passed","Mon Mar 13 04:06:08 GMT 2023","Mon Mar 13 04:06:09 GMT 2023","1125","rpc","","","","","call rpc method that has params","When you call rpc, params should be passed properly"
"skipped","Mon Mar 13 04:05:17 GMT 2023","Mon Mar 13 04:05:17 GMT 2023","0","realtime","subscribe on table with RLS","","","","subscribe on table with RLS 3",""
"passed","Mon Mar 13 04:05:13 GMT 2023","Mon Mar 13 04:05:15 GMT 2023","1732","realtime","","","","","connect to realtime","When you call ""on"" table then connected realtime client should be returned"
"skipped","Mon Mar 13 04:05:08 GMT 2023","Mon Mar 13 04:05:08 GMT 2023","1","storage","","","","","[skip-local] move file in bucket",""
