"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Mar 17 02:42:02 GMT 2023","Fri Mar 17 02:42:02 GMT 2023","579","auth_admin","","","","","user created by admin can login","When you create user then he can sign in"
"passed","Fri Mar 17 02:41:13 GMT 2023","Fri Mar 17 02:41:13 GMT 2023","683","storage","","","","","get public link to file","get public link to file in the public bucket"
"passed","Fri Mar 17 02:41:18 GMT 2023","Fri Mar 17 02:41:20 GMT 2023","1785","realtime","","","","","connect to realtime","When you call ""on"" table then connected realtime client should be returned"
"passed","Fri Mar 17 02:42:00 GMT 2023","Fri Mar 17 02:42:01 GMT 2023","1105","authentication","","","","","[skip-stage] on auth state changed should return events","When user subscribes on auth changes then user has to receive auth updates"
"skipped","Fri Mar 17 02:41:22 GMT 2023","Fri Mar 17 02:41:22 GMT 2023","1","realtime","subscribe on table with RLS policies","","","","subscribe on table with RLS policies 1",""
"skipped","Fri Mar 17 02:41:22 GMT 2023","Fri Mar 17 02:41:22 GMT 2023","0","realtime","subscribe on table with RLS policies","","","","subscribe on table with RLS policies 2",""
"passed","Fri Mar 17 02:42:02 GMT 2023","Fri Mar 17 02:42:03 GMT 2023","629","auth_admin","","","","","admin create user with anon key should fail","When you try to create user with anon key then you should get error"
"skipped","Fri Mar 17 02:41:22 GMT 2023","Fri Mar 17 02:41:22 GMT 2023","0","realtime","multiple subscriptions","","","","multiple subscriptions 2",""
"passed","Fri Mar 17 02:42:08 GMT 2023","Fri Mar 17 02:42:09 GMT 2023","507","auth_admin","","","","","update user should work","When you update user then this user has to be updated"
"passed","Fri Mar 17 02:41:02 GMT 2023","Fri Mar 17 02:41:03 GMT 2023","527","storage","create bucket","","","","create bucket 0","When you create public bucket then it has to be available"
"skipped","Fri Mar 17 02:41:22 GMT 2023","Fri Mar 17 02:41:22 GMT 2023","1","realtime","subscribe on table with RLS","","","","subscribe on table with RLS 0",""
"passed","Fri Mar 17 02:41:11 GMT 2023","Fri Mar 17 02:41:12 GMT 2023","1247","storage","","","","","list files","list files in bucket"
"passed","Fri Mar 17 02:41:06 GMT 2023","Fri Mar 17 02:41:07 GMT 2023","1091","storage","","","","","list buckets as admin","list buckets should return all buckets"
"passed","Fri Mar 17 02:41:54 GMT 2023","Fri Mar 17 02:41:54 GMT 2023","340","authentication","","","","","signup should create user","When user sign up then corresponding user in auth schema should be created"
"passed","Fri Mar 17 02:41:20 GMT 2023","Fri Mar 17 02:41:22 GMT 2023","1841","realtime","","","","","you should get no events until subscribe","When you call ""on"" table but not subscribe then no events have to be returned"
"skipped","Fri Mar 17 02:41:22 GMT 2023","Fri Mar 17 02:41:22 GMT 2023","0","realtime","multiple subscriptions","","","","multiple subscriptions 0",""
"passed","Fri Mar 17 02:41:07 GMT 2023","Fri Mar 17 02:41:07 GMT 2023","657","storage","","","","","get bucket","get bucket should return bucket info"
"skipped","Fri Mar 17 02:42:22 GMT 2023","Fri Mar 17 02:42:22 GMT 2023","1","functions","","","","","set auth",""
"passed","Fri Mar 17 02:42:15 GMT 2023","Fri Mar 17 02:42:16 GMT 2023","1015","rpc","","","","","call rpc with head option","When you call rpc with head param, no data should be returned"
"passed","Fri Mar 17 02:41:03 GMT 2023","Fri Mar 17 02:41:04 GMT 2023","1272","storage","user cannot create bucket because of RLS","","","","user cannot create bucket because of RLS 0","There has to be default RLS policy to not allow users to create bucket"
"skipped","Fri Mar 17 02:41:22 GMT 2023","Fri Mar 17 02:41:22 GMT 2023","0","realtime","subscribe on table","","","","subscribe on table 2",""
