"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 23 22:05:43 GMT 2023","Sun Jul 23 22:05:44 GMT 2023","1487","auth_admin","","","","","list users as logged in user should fail","When you try to list user as logged in user then you should get error"
"skipped","Sun Jul 23 22:04:58 GMT 2023","Sun Jul 23 22:04:58 GMT 2023","1","realtime","","","","","[skip-local] receive event when connected to realtime",""
"passed","Sun Jul 23 22:05:49 GMT 2023","Sun Jul 23 22:05:50 GMT 2023","1048","rpc","","","","","call rpc and get result","When you call rpc then you are able to receive its result"
"skipped","Sun Jul 23 22:05:44 GMT 2023","Sun Jul 23 22:05:44 GMT 2023","0","auth_admin","get url for provider","","","","get url for provider 2",""
"passed","Sun Jul 23 22:05:38 GMT 2023","Sun Jul 23 22:05:38 GMT 2023","295","auth_admin","","","","","create user via admin api","When you create user then it has to be in auth db schema"
"passed","Sun Jul 23 22:04:45 GMT 2023","Sun Jul 23 22:04:46 GMT 2023","871","storage","update bucket","","","","update bucket 0","update bucket should change bucket both public->private and back"
"skipped","Sun Jul 23 22:05:00 GMT 2023","Sun Jul 23 22:05:00 GMT 2023","0","realtime","subscribe on RLS table with service key","","","","subscribe on RLS table with service key 1",""
"passed","Sun Jul 23 22:04:44 GMT 2023","Sun Jul 23 22:04:45 GMT 2023","649","storage","","","","","get bucket","get bucket should return bucket info"
"passed","Sun Jul 23 22:05:45 GMT 2023","Sun Jul 23 22:05:47 GMT 2023","1137","auth_admin","","","","","delete user should work","When you delete user then this user has to be removed"
"passed","Sun Jul 23 22:04:51 GMT 2023","Sun Jul 23 22:04:51 GMT 2023","683","storage","","","","","get public link to file","get public link to file in the public bucket"
"passed","Sun Jul 23 22:04:48 GMT 2023","Sun Jul 23 22:04:48 GMT 2023","670","storage","","","","","upload to bucket","upload to bucket"
"skipped","Sun Jul 23 22:05:00 GMT 2023","Sun Jul 23 22:05:00 GMT 2023","1","realtime","subscribe on table","","","","subscribe on table 0",""
"passed","Sun Jul 23 22:04:43 GMT 2023","Sun Jul 23 22:04:44 GMT 2023","1086","storage","","","","","list buckets as admin","list buckets should return all buckets"
"passed","Sun Jul 23 22:05:40 GMT 2023","Sun Jul 23 22:05:41 GMT 2023","1219","auth_admin","","","","","admin create user with logged in user should fail","When you try to create user as logged in user then you should get error"
"passed","Sun Jul 23 22:05:00 GMT 2023","Sun Jul 23 22:05:10 GMT 2023","9816","realtime","","","","","unsubscribe from table","When you unsubscribe from table then no events have to be returned"
"skipped","Sun Jul 23 22:05:00 GMT 2023","Sun Jul 23 22:05:00 GMT 2023","0","realtime","subscribe on RLS table with service key","","","","subscribe on RLS table with service key 2",""
"skipped","Sun Jul 23 22:05:58 GMT 2023","Sun Jul 23 22:05:58 GMT 2023","1","functions","","","","","set auth",""
"skipped","Sun Jul 23 22:05:00 GMT 2023","Sun Jul 23 22:05:00 GMT 2023","0","realtime","subscribe on table","","","","subscribe on table 1",""
"passed","Sun Jul 23 22:04:48 GMT 2023","Sun Jul 23 22:04:50 GMT 2023","1275","storage","","","","","list files","list files in bucket"
"skipped","Sun Jul 23 22:05:00 GMT 2023","Sun Jul 23 22:05:00 GMT 2023","0","realtime","multiple subscriptions","","","","multiple subscriptions 1",""
"passed","Sun Jul 23 22:04:50 GMT 2023","Sun Jul 23 22:04:51 GMT 2023","880","storage","","","","","download file from bucket","download file"
"skipped","Sun Jul 23 22:05:44 GMT 2023","Sun Jul 23 22:05:44 GMT 2023","0","auth_admin","get url for provider","","","","get url for provider 0",""
"passed","Sun Jul 23 22:05:44 GMT 2023","Sun Jul 23 22:05:45 GMT 2023","504","auth_admin","","","","","get user should work","When you get user by id he has to be returned"
"passed","Sun Jul 23 22:05:53 GMT 2023","Sun Jul 23 22:05:54 GMT 2023","809","postgrest","","","","","insert row","User can insert profile for himself according to RLS to profiles table"
"passed","Sun Jul 23 22:05:47 GMT 2023","Sun Jul 23 22:05:48 GMT 2023","1709","auth_admin","","","","","delete user with anon key should fail","When you delete user with anon key you have to receive an error"
"skipped","Sun Jul 23 22:05:00 GMT 2023","Sun Jul 23 22:05:00 GMT 2023","0","realtime","subscribe on table with RLS","","","","subscribe on table with RLS 1",""
"passed","Sun Jul 23 22:05:10 GMT 2023","Sun Jul 23 22:05:20 GMT 2023","9812","realtime","","","","","remove one subscription from client","When you remove one subscription then only events from another have to be returned"
"skipped","Sun Jul 23 22:05:35 GMT 2023","Sun Jul 23 22:05:35 GMT 2023","0","authentication","","","","","update user should update logged in user",""
"passed","Sun Jul 23 22:04:54 GMT 2023","Sun Jul 23 22:04:55 GMT 2023","887","storage","","","","","update file","update file check if it will change"
"skipped","Sun Jul 23 22:05:00 GMT 2023","Sun Jul 23 22:05:00 GMT 2023","1","realtime","subscribe on table","","","","subscribe on table 2",""
"skipped","Sun Jul 23 22:05:00 GMT 2023","Sun Jul 23 22:05:00 GMT 2023","0","realtime","","","","","subscribe from 2 clients",""
"passed","Sun Jul 23 22:04:40 GMT 2023","Sun Jul 23 22:04:41 GMT 2023","447","storage","create bucket","","","","create bucket 1","When you create public bucket then it has to be available"
"skipped","Sun Jul 23 22:04:51 GMT 2023","Sun Jul 23 22:04:51 GMT 2023","0","storage","","","","","[skip-local] move file in bucket",""
"passed","Sun Jul 23 22:04:56 GMT 2023","Sun Jul 23 22:04:58 GMT 2023","1713","realtime","","","","","connect to realtime","When you call ""on"" table then connected realtime client should be returned"
"passed","Sun Jul 23 22:05:38 GMT 2023","Sun Jul 23 22:05:39 GMT 2023","670","auth_admin","","","","","user created by admin can login","When you create user then he can sign in"
"skipped","Sun Jul 23 22:05:33 GMT 2023","Sun Jul 23 22:05:33 GMT 2023","0","authentication","","","","","create new users by phone auth",""
"skipped","Sun Jul 23 22:05:00 GMT 2023","Sun Jul 23 22:05:00 GMT 2023","0","realtime","subscribe on table with RLS policies","","","","subscribe on table with RLS policies 1",""
"passed","Sun Jul 23 22:05:20 GMT 2023","Sun Jul 23 22:05:30 GMT 2023","9818","realtime","","","","","remove all subscriptions from client","When you remove all subscription then no events have to be returned"
"passed","Sun Jul 23 22:04:53 GMT 2023","Sun Jul 23 22:04:54 GMT 2023","898","storage","get signed link to file","","","","get signed link to file 1","get signed link to file in the bucket"
"passed","Sun Jul 23 22:05:59 GMT 2023","Sun Jul 23 22:06:00 GMT 2023","1016","triggers","","","","","trigger works","Insert user profile to trigger the a according trigger"
"passed","Sun Jul 23 22:04:58 GMT 2023","Sun Jul 23 22:04:59 GMT 2023","1870","realtime","","","","","you should get no events until subscribe","When you call ""on"" table but not subscribe then no events have to be returned"
"skipped","Sun Jul 23 22:05:00 GMT 2023","Sun Jul 23 22:05:00 GMT 2023","1","realtime","multiple subscriptions","","","","multiple subscriptions 0",""
"passed","Sun Jul 23 22:05:56 GMT 2023","Sun Jul 23 22:05:58 GMT 2023","1655","postgrest","","","","","delete row","User can delete his profile in profiles table"
"skipped","Sun Jul 23 22:05:00 GMT 2023","Sun Jul 23 22:05:00 GMT 2023","0","realtime","subscribe on table","","","","subscribe on table 3",""
"passed","Sun Jul 23 22:04:41 GMT 2023","Sun Jul 23 22:04:42 GMT 2023","1289","storage","user cannot create bucket because of RLS","","","","user cannot create bucket because of RLS 0","There has to be default RLS policy to not allow users to create bucket"
"passed","Sun Jul 23 22:04:47 GMT 2023","Sun Jul 23 22:04:48 GMT 2023","880","storage","","","","","delete bucket","get bucket should return bucket info"
"passed","Sun Jul 23 22:05:35 GMT 2023","Sun Jul 23 22:05:36 GMT 2023","1010","authentication","","","","","set session should set new auth","When user changes session then he still should be correctly logined"
"passed","Sun Jul 23 22:05:36 GMT 2023","Sun Jul 23 22:05:37 GMT 2023","1089","authentication","","","","","[skip-stage] on auth state changed should return events","When user subscribes on auth changes then user has to receive auth updates"
"skipped","Sun Jul 23 22:05:00 GMT 2023","Sun Jul 23 22:05:00 GMT 2023","0","realtime","multiple subscriptions","","","","multiple subscriptions 2",""
"passed","Sun Jul 23 22:04:59 GMT 2023","Sun Jul 23 22:05:00 GMT 2023","607","realtime","","","","","get supabase client subscriptions","When you create 2 subs (1 subscribed and 1 not yet) then both should be returned on get subs"
"passed","Sun Jul 23 22:05:55 GMT 2023","Sun Jul 23 22:05:56 GMT 2023","1224","postgrest","","","","","update row","User can update his profile in profiles table"
"passed","Sun Jul 23 22:04:42 GMT 2023","Sun Jul 23 22:04:43 GMT 2023","1234","storage","user cannot create bucket because of RLS","","","","user cannot create bucket because of RLS 1","There has to be default RLS policy to not allow users to create bucket"
"skipped","Sun Jul 23 22:05:00 GMT 2023","Sun Jul 23 22:05:00 GMT 2023","1","realtime","subscribe on RLS table with service key","","","","subscribe on RLS table with service key 3",""
"passed","Sun Jul 23 22:05:50 GMT 2023","Sun Jul 23 22:05:51 GMT 2023","1013","rpc","","","","","call rpc method that has params","When you call rpc, params should be passed properly"
"skipped","Sun Jul 23 22:05:00 GMT 2023","Sun Jul 23 22:05:00 GMT 2023","1","realtime","subscribe on RLS table with service key","","","","subscribe on RLS table with service key 0",""
"skipped","Sun Jul 23 22:05:00 GMT 2023","Sun Jul 23 22:05:00 GMT 2023","0","realtime","subscribe on table with RLS policies","","","","subscribe on table with RLS policies 2",""
"passed","Sun Jul 23 22:05:54 GMT 2023","Sun Jul 23 22:05:55 GMT 2023","1017","postgrest","","","","","select row","User can select his profile from profiles table"
"skipped","Sun Jul 23 22:05:00 GMT 2023","Sun Jul 23 22:05:00 GMT 2023","0","realtime","subscribe on table with RLS","","","","subscribe on table with RLS 3",""
"passed","Sun Jul 23 22:04:52 GMT 2023","Sun Jul 23 22:04:53 GMT 2023","901","storage","get signed link to file","","","","get signed link to file 0","get signed link to file in the bucket"
"skipped","Sun Jul 23 22:04:51 GMT 2023","Sun Jul 23 22:04:51 GMT 2023","1","storage","","","","","[skip-local] copy file in bucket",""
"skipped","Sun Jul 23 22:05:00 GMT 2023","Sun Jul 23 22:05:00 GMT 2023","0","realtime","subscribe on table with RLS","","","","subscribe on table with RLS 0",""
"skipped","Sun Jul 23 22:05:44 GMT 2023","Sun Jul 23 22:05:44 GMT 2023","1","auth_admin","get url for provider","","","","get url for provider 1",""
"passed","Sun Jul 23 22:05:41 GMT 2023","Sun Jul 23 22:05:42 GMT 2023","792","auth_admin","","","","","list users with service key","When you list users then you should get all users"
"passed","Sun Jul 23 22:05:33 GMT 2023","Sun Jul 23 22:05:34 GMT 2023","1244","authentication","","","","","existing users should be able to login","When user is already signed up then he should be able to log in"
"passed","Sun Jul 23 22:05:45 GMT 2023","Sun Jul 23 22:05:45 GMT 2023","504","auth_admin","","","","","update user should work","When you update user then this user has to be updated"
"passed","Sun Jul 23 22:05:39 GMT 2023","Sun Jul 23 22:05:40 GMT 2023","632","auth_admin","","","","","admin create user with anon key should fail","When you try to create user with anon key then you should get error"
"passed","Sun Jul 23 22:04:51 GMT 2023","Sun Jul 23 22:04:52 GMT 2023","669","storage","","","","","get public link to private file","get public link to file in the private bucket"
"passed","Sun Jul 23 22:05:34 GMT 2023","Sun Jul 23 22:05:35 GMT 2023","797","authentication","","","","","get user should return logged in user","When user is signed in then he should be able to get his info and metadata"
"skipped","Sun Jul 23 22:05:00 GMT 2023","Sun Jul 23 22:05:00 GMT 2023","1","realtime","subscribe on table with RLS policies","","","","subscribe on table with RLS policies 3",""
"passed","Sun Jul 23 22:05:42 GMT 2023","Sun Jul 23 22:05:43 GMT 2023","1209","auth_admin","","","","","list users with anon key should fail","When you try to list user with anon key then you should get error"
"passed","Sun Jul 23 22:04:40 GMT 2023","Sun Jul 23 22:04:40 GMT 2023","554","storage","create bucket","","","","create bucket 0","When you create public bucket then it has to be available"
"passed","Sun Jul 23 22:05:31 GMT 2023","Sun Jul 23 22:05:32 GMT 2023","353","authentication","","","","","signup should create user","When user sign up then corresponding user in auth schema should be created"
"skipped","Sun Jul 23 22:05:00 GMT 2023","Sun Jul 23 22:05:00 GMT 2023","1","realtime","subscribe on table with RLS policies","","","","subscribe on table with RLS policies 0",""
"skipped","Sun Jul 23 22:05:00 GMT 2023","Sun Jul 23 22:05:00 GMT 2023","1","realtime","subscribe on table with RLS","","","","subscribe on table with RLS 2",""
"passed","Sun Jul 23 22:05:32 GMT 2023","Sun Jul 23 22:05:33 GMT 2023","1461","authentication","","","","","sing up new user and sign in","When user sign up then he should not be logged in until he confirms his email"
"passed","Sun Jul 23 22:04:46 GMT 2023","Sun Jul 23 22:04:47 GMT 2023","868","storage","update bucket","","","","update bucket 1","update bucket should change bucket both public->private and back"
"passed","Sun Jul 23 22:05:51 GMT 2023","Sun Jul 23 22:05:52 GMT 2023","1014","rpc","","","","","call rpc with head option","When you call rpc with head param, no data should be returned"
